"Contract Type","Contract Name","Min.Bid Price (TL/MWh)","Max. Bid Price (TL/MWh)"
"Block","PB19121020-01","297.01","334.16"
"Hourly","PH19121020","1.00","334.90"
"Block","PB19121021-01","292.27","341.83"
"Hourly","PH19121021","1.00","342.99"
"Block","PB19121022-01","282.18","342.37"
"Hourly","PH19121022","1.00","345.00"
"Block","PB19121023-01","284.47","324.78"
"Hourly","PH19121023","1.00","325.00"
"Hourly","PH19121100","260.00","339.00"
"Block","PB19121100-01","291.23","338.46"
"Block","PB19121101-01","284.02","321.56"
"Hourly","PH19121101","217.00","324.91"
"Hourly","PH19121102","246.94","274.20"
"Block","PB19121102-01","229.83","273.95"
"Hourly","PH19121103","155.00","264.88"
"Block","PB19121103-01","230.31","262.22"
"Hourly","PH19121104","170.00","200.01"
"Block","PB19121104-01","181.38","200.01"
"Block","PB19121105-01","180.64","200.01"
"Hourly","PH19121105","150.00","201.00"
"Block","PB19121106-01","251.06","310.63"
"Hourly","PH19121106","201.00","310.63"
"Block","PB19121107-01","284.68","321.58"
"Hourly","PH19121107","200.00","320.74"
"Block","PB19121108-01","288.04","329.95"
"Hourly","PH19121108","310.10","340.00"
"Hourly","PH19121109","315.00","338.87"
"Block","PB19121109-03","329.00","330.00"
"Block","PB19121109-01","298.76","337.09"
"Block","PB19121110-01","299.30","346.88"
"Hourly","PH19121110","280.00","348.22"
"Hourly","PH19121111","280.00","345.00"
"Block","PB19121111-01","304.68","334.40"
"Block","PB19121112-02","290.00","290.00"
"Block","PB19121112-01","293.62","325.79"
"Hourly","PH19121112","1.00","333.44"
"Block","PB19121113-01","293.70","325.80"
"Hourly","PH19121113","1.00","336.49"
"Block","PB19121114-01","296.18","329.00"
"Hourly","PH19121114","1.00","338.83"
"Block","PB19121115-01","302.55","339.47"
"Hourly","PH19121115","1.00","346.13"
"Block","PB19121116-01","300.20","340.76"
"Hourly","PH19121116","1.00","342.52"
"Hourly","PH19121117","1.00","399.00"
"Block","PB19121117-01","301.55","350.00"
"Block","PB19121118-01","305.50","343.18"
"Hourly","PH19121118","1.00","376.00"
"Block","PB19121119-01","298.04","353.33"
"Hourly","PH19121119","1.00","354.30"
"Block","PB19121120-01","292.89","344.98"
"Hourly","PH19121120","1.00","345.00"
"Block","PB19121121-01","293.93","340.00"
"Hourly","PH19121121","1.00","338.98"
"Hourly","PH19121122","1.00","329.60"
"Block","PB19121122-01","280.39","319.87"
"Hourly","PH19121123","1.00","319.70"
"Block","PB19121123-01","278.60","318.14"
"Block","PB19121200-01","292.85","324.42"
"Hourly","PH19121200","24.00","323.00"
"Block","PB19121201-01","284.98","312.71"
"Hourly","PH19121201","24.00","321.00"
"Block","PB19121202-01","260.62","311.10"
"Hourly","PH19121202","2.80","319.28"
"Hourly","PH19121203","24.00","308.88"
"Block","PB19121203-01","230.50","262.21"
"Hourly","PH19121204","24.00","259.90"
"Block","PB19121204-01","229.37","254.59"
"Hourly","PH19121205","24.00","299.90"
"Block","PB19121205-01","262.95","290.00"
"Hourly","PH19121206","24.00","324.32"
"Block","PB19121206-01","279.06","320.76"
"Block","PB19121207-01","282.89","354.22"
"Hourly","PH19121207","24.00","348.99"
"Hourly","PH19121208","49.00","343.00"
"Block","PB19121208-01","291.86","331.17"
"Hourly","PH19121209","49.00","342.97"
"Block","PB19121209-01","301.47","333.86"
"Block","PB19121210-01","302.08","340.67"
"Hourly","PH19121210","237.00","356.40"
"Block","PB19121211-01","302.42","353.11"
"Hourly","PH19121211","237.00","355.00"
"Block","PB19121212-01","301.47","345.97"
"Hourly","PH19121212","232.00","346.50"
"Block","PB19121213-01","303.72","348.58"
"Hourly","PH19121213","233.00","350.00"
"Block","PB19121214-01","300.82","350.00"
"Hourly","PH19121214","234.00","350.00"
"Block","PB19121215-01","306.89","348.49"
"Hourly","PH19121215","233.00","348.34"
"Block","PB19121216-01","302.49","348.38"
"Block","PB19121216-02","345.00","345.00"
"Hourly","PH19121216","1.00","351.74"
"Hourly","PH19121217","240.00","354.90"
"Block","PB19121217-01","304.43","355.00"
"Hourly","PH19121218","1.00","351.76"
"Block","PB19121218-01","305.01","349.88"
"Block","PB19121219-01","314.75","349.73"
"Hourly","PH19121219","234.00","350.00"
"Block","PB19121220-01","308.60","350.80"
"Hourly","PH19121220","1.00","349.99"
"Hourly","PH19121221","226.00","348.00"
"Block","PB19121221-01","292.58","347.21"
"Hourly","PH19121222","1.00","343.00"
"Block","PB19121222-01","287.52","339.89"
"Block","PB19121223-01","279.54","324.85"
"Hourly","PH19121223","1.00","332.00"
"Block","PB19121300-01","306.16","330.98"
"Hourly","PH19121300","1.00","335.00"
"Block","PB19121301-01","290.49","315.00"
"Hourly","PH19121301","1.00","325.00"
"Block","PB19121302-01","281.33","310.01"
"Hourly","PH19121302","32.00","322.00"
"Block","PB19121303-01","243.50","268.99"
"Hourly","PH19121303","30.00","278.00"
"Block","PB19121304-01","182.09","200.01"
"Hourly","PH19121304","21.00","210.00"
"Block","PB19121305-01","210.03","230.01"
"Hourly","PH19121305","30.00","237.00"
"Block","PB19121306-01","255.77","310.19"
"Hourly","PH19121306","32.00","320.01"
"Block","PB19121307-01","261.71","316.28"
"Hourly","PH19121307","32.00","330.00"
"Block","PB19121308-01","286.37","327.10"
"Hourly","PH19121308","100.00","336.19"
"Block","PB19121309-01","255.22","335.01"
"Hourly","PH19121309","1.00","342.30"
"Block","PB19121310-01","304.48","335.01"
"Hourly","PH19121310","1.00","345.06"
"Block","PB19121311-01","303.08","347.37"
"Hourly","PH19121311","236.00","349.40"
"Block","PB19121312-01","291.17","329.60"
"Hourly","PH19121312","1.00","333.70"
"Block","PB19121313-01","287.95","328.00"
"Hourly","PH19121313","270.00","334.98"
"Block","PB19121314-01","293.25","333.50"
"Hourly","PH19121314","275.11","333.52"
"Block","PB19121315-02","330.00","330.00"
"Block","PB19121315-01","297.02","337.42"
"Hourly","PH19121315","281.21","342.00"
"Block","PB19121316-01","296.43","346.96"
"Hourly","PH19121316","275.00","344.99"
"Block","PB19121317-01","299.30","347.93"
"Hourly","PH19121317","1.00","348.00"
"Block","PB19121318-01","291.61","340.04"
"Hourly","PH19121318","1.00","339.75"
"Block","PB19121319-04","308.00","308.00"
"Block","PB19121319-01","285.97","323.81"
"Block","PB19121319-02","315.21","315.22"
"Hourly","PH19121319","1.00","329.98"
"Block","PB19121320-01","286.51","325.53"
"Hourly","PH19121320","1.00","325.60"
"Block","PB19121321-01","289.37","330.02"
"Hourly","PH19121321","1.00","330.02"
"Block","PB19121322-01","251.80","311.97"
"Hourly","PH19121322","1.00","318.15"
"Block","PB19121323-01","247.22","289.15"
"Hourly","PH19121323","0.01","289.15"
"Block","PB19121400-01","287.94","322.83"
"Hourly","PH19121400","31.00","316.00"
"Hourly","PH19121401","206.86","307.00"
"Block","PB19121401-01","263.91","316.07"
"Block","PB19121402-01","247.15","270.21"
"Hourly","PH19121402","27.00","276.91"
"Block","PB19121403-01","182.84","206.00"
"Hourly","PH19121403","101.00","203.76"
"Hourly","PH19121404","101.00","195.71"
"Block","PB19121404-01","161.08","195.71"
"Block","PB19121405-01","151.04","175.08"
"Hourly","PH19121405","101.00","399.00"
"Block","PB19121406-01","152.85","206.00"
"Hourly","PH19121406","20.00","200.54"
"Block","PB19121407-01","180.48","204.97"
"Hourly","PH19121407","101.00","399.00"
"Hourly","PH19121408","27.00","279.92"
"Block","PB19121408-01","230.75","279.92"
"Block","PB19121409-01","284.10","318.02"
"Hourly","PH19121409","213.00","321.64"
"Block","PB19121410-01","284.76","315.11"
"Hourly","PH19121410","200.00","315.11"
"Block","PB19121411-01","268.71","316.93"
"Hourly","PH19121411","215.00","326.44"
"Block","PB19121412-01","282.89","313.80"
"Hourly","PH19121412","213.00","323.21"
"Block","PB19121412-12","305.18","305.18"
"Block","PB19121413-01","275.63","313.88"
"Hourly","PH19121413","30.00","323.30"
"Hourly","PH19121414","213.00","323.06"
"Block","PB19121414-01","282.52","313.65"
"Block","PB19121415-01","284.76","313.88"
"Hourly","PH19121415","213.00","323.29"
"Block","PB19121416-01","277.10","313.89"
"Hourly","PH19121416","213.00","323.31"
"Hourly","PH19121417","214.00","324.43"
"Block","PB19121417-01","284.80","314.98"
"Hourly","PH19121418","100.00","325.32"
"Block","PB19121418-06","294.00","294.00"
"Block","PB19121418-01","200.01","315.84"
"Hourly","PH19121419","31.00","324.26"
"Block","PB19121419-01","286.97","324.26"
"Hourly","PH19121420","1.00","325.26"
"Block","PB19121420-01","284.56","315.79"
"Block","PB19121421-01","283.07","322.11"
"Hourly","PH19121421","1.00","322.11"
"Block","PB19121422-01","249.02","277.05"
"Hourly","PH19121422","1.00","304.00"
"Hourly","PH19121423","1.00","257.50"
"Block","PB19121423-01","225.58","250.00"
"Block","PB19121500-08","234.20","234.20"
"Block","PB19121500-01","271.63","300.54"
"Hourly","PH19121500","191.00","292.49"
"Block","PB19121501-10","204.04","204.04"
"Block","PB19121501-01","271.32","300.53"
"Hourly","PH19121501","191.00","291.17"
"Hourly","PH19121502","24.00","202.59"
"Block","PB19121502-01","178.18","206.01"
"Block","PB19121502-02","200.00","200.00"
"Hourly","PH19121503","24.00","201.39"
"Block","PB19121503-01","183.23","206.01"
"Block","PB19121504-01","177.06","206.00"
"Hourly","PH19121504","24.00","200.18"
"Block","PB19121504-04","222.00","222.00"
"Hourly","PH19121505","24.00","198.99"
"Block","PB19121505-01","182.59","206.01"
"Block","PB19121506-01","264.88","290.00"
"Hourly","PH19121506","24.00","297.63"
"Block","PB19121507-01","180.87","200.01"
"Hourly","PH19121507","24.00","205.00"
"Hourly","PH19121508","20.00","120.00"
"Block","PB19121508-01","103.17","118.97"
"Hourly","PH19121509","1.00","186.00"
"Block","PB19121509-01","152.16","178.83"
"Block","PB19121510-01","156.84","175.00"
"Hourly","PH19121510","1.00","190.00"
"Block","PB19121511-01","277.25","306.87"
"Hourly","PH19121511","1.00","313.45"
"Block","PB19121512-12","307.00","307.00"
"Block","PB19121512-01","261.79","290.00"
"Hourly","PH19121512","1.00","298.99"
"Block","PB19121513-05","309.00","309.00"
"Block","PB19121513-01","277.51","306.88"
"Hourly","PH19121513","1.00","316.09"
"Block","PB19121514-01","282.89","310.68"
"Hourly","PH19121514","1.00","320.00"
"Hourly","PH19121515","1.00","316.09"
"Block","PB19121515-01","276.38","306.89"
"Block","PB19121515-09","308.72","308.72"
"Hourly","PH19121516","1.00","324.00"
"Block","PB19121516-01","282.18","311.37"
"Block","PB19121517-01","289.04","316.46"
"Hourly","PH19121517","1.00","319.40"
"Block","PB19121518-01","291.61","331.62"
"Hourly","PH19121518","1.00","321.97"
"Block","PB19121519-01","293.23","331.22"
"Hourly","PH19121519","1.00","332.00"
"Hourly","PH19121520","1.00","325.99"
"Block","PB19121520-01","289.81","331.38"
"Hourly","PH19121521","1.00","320.00"
"Block","PB19121521-01","287.20","327.90"
"Block","PB19121522-01","279.49","323.28"
"Hourly","PH19121522","1.00","319.50"
"Hourly","PH19121523","1.00","253.89"
"Block","PB19121523-01","228.99","250.00"
"Block","PB19121600-02","305.00","308.00"
"Hourly","PH19121600","100.00","308.88"
"Block","PB19121600-01","282.61","308.88"
"Block","PB19121601-01","293.02","318.14"
"Hourly","PH19121601","200.00","309.44"
"Block","PB19121602-01","180.38","216.41"
"Hourly","PH19121602","21.00","219.96"
"Hourly","PH19121603","18.00","188.00"
"Block","PB19121603-01","152.63","230.79"
"Block","PB19121604-01","91.48","135.14"
"Hourly","PH19121604","10.00","119.00"
"Hourly","PH19121605","10.00","187.00"
"Block","PB19121605-01","150.79","275.00"
"Hourly","PH19121606","20.00","259.22"
"Block","PB19121606-01","235.51","259.01"
"Block","PB19121607-01","280.32","329.89"
"Hourly","PH19121607","111.00","328.10"
"Block","PB19121608-01","287.05","326.95"
"Hourly","PH19121608","118.00","326.99"
"Block","PB19121609-01","291.60","336.11"
"Hourly","PH19121609","224.00","335.98"
"Block","PB19121610-01","292.93","349.45"
"Hourly","PH19121610","222.00","349.75"
"Hourly","PH19121611","222.00","345.00"
"Block","PB19121611-01","295.11","344.79"
"Block","PB19121612-12","320.53","320.53"
"Block","PB19121612-01","282.20","327.61"
"Hourly","PH19121612","1.00","332.20"
"Block","PB19121613-01","287.75","326.27"
"Hourly","PH19121613","1.00","330.89"
"Hourly","PH19121614","1.00","328.21"
"Block","PB19121614-01","275.81","318.66"
"Block","PB19121615-01","282.40","321.26"
"Hourly","PH19121615","0.00","330.90"
"Block","PB19121616-01","300.61","329.82"
"Hourly","PH19121616","1.00","344.80"
"Hourly","PH19121617","1.00","345.06"
"Block","PB19121617-01","255.53","338.36"
"Block","PB19121618-01","306.24","344.02"
"Hourly","PH19121618","235.00","344.10"
"Block","PB19121618-03","327.00","327.00"
"Hourly","PH19121619","30.00","336.40"
"Block","PB19121619-01","294.99","329.73"
"Block","PB19121620-01","290.19","323.66"
"Hourly","PH19121620","200.00","330.20"
"Block","PB19121621-01","285.74","317.81"
"Hourly","PH19121621","1.00","324.08"
"Block","PB19121622-01","271.75","312.00"
"Hourly","PH19121622","1.00","321.00"
"Block","PB19121623-01","280.10","318.13"
"Hourly","PH19121623","1.00","318.13"
"Hourly","PH19121700","1.00","318.00"
"Block","PB19121700-01","287.86","325.68"
"Hourly","PH19121701","1.00","320.00"
"Block","PB19121701-01","287.36","321.36"
"Hourly","PH19121702","1.00","306.00"
"Block","PB19121702-01","264.29","300.53"
"Hourly","PH19121703","1.00","254.45"
"Block","PB19121703-01","224.75","257.11"
"Hourly","PH19121704","100.00","242.00"
"Block","PB19121704-01","183.42","225.98"
"Block","PB19121705-01","165.47","257.51"
"Hourly","PH19121705","1.00","251.84"
"Block","PB19121706-01","253.73","314.15"
"Hourly","PH19121706","1.00","311.39"
"Hourly","PH19121707","216.01","324.00"
"Block","PB19121707-01","236.07","326.45"
"Block","PB19121708-01","223.50","333.63"
"Hourly","PH19121708","200.00","324.00"
"Hourly","PH19121709","200.00","329.28"
"Block","PB19121709-01","239.90","329.30"
"Block","PB19121710-01","294.52","331.21"
"Hourly","PH19121710","200.00","336.46"
"Block","PB19121711-01","298.08","329.21"
"Hourly","PH19121711","1.00","334.90"
"Block","PB19121712-01","288.04","315.52"
"Hourly","PH19121712","1.00","324.00"
"Hourly","PH19121713","0.00","326.12"
"Block","PB19121713-01","286.23","319.79"
"Hourly","PH19121714","200.00","330.41"
"Block","PB19121714-01","290.10","320.80"
"Hourly","PH19121715","1.00","333.01"
"Block","PB19121715-01","293.04","326.54"
"Hourly","PH19121716","200.00","339.71"
"Block","PB19121716-01","290.22","333.12"
"Block","PB19121717-01","300.26","335.01"
"Hourly","PH19121717","0.00","351.76"
"Hourly","PH19121718","0.00","345.05"
"Block","PB19121718-01","303.00","338.35"
"Hourly","PH19121719","0.00","338.00"
"Block","PB19121719-02","320.00","320.00"
"Block","PB19121719-01","296.36","337.78"
"Hourly","PH19121720","0.00","340.00"
"Block","PB19121720-01","292.17","343.18"
"Hourly","PH19121721","0.00","333.71"
"Block","PB19121721-01","297.02","331.71"
"Hourly","PH19121722","0.00","335.00"
"Block","PB19121722-01","283.14","323.69"
"Block","PB19121723-01","11.00","307.56"
"Hourly","PH19121723","200.00","316.79"
"Hourly","PH19121800","1.00","317.54"
"Block","PB19121800-01","251.00","310.46"
"Block","PB19121801-01","283.18","307.19"
"Hourly","PH19121801","0.00","312.35"
"Block","PB19121802-01","103.58","290.01"
"Hourly","PH19121802","0.00","293.14"
"Hourly","PH19121803","1.00","270.29"
"Block","PB19121803-01","245.61","271.99"
"Block","PB19121804-01","251.11","286.82"
"Hourly","PH19121804","1.00","278.14"
"Block","PB19121805-01","270.18","299.99"
"Hourly","PH19121805","0.00","297.83"
"Hourly","PH19121806","1.00","311.26"
"Block","PB19121806-01","287.72","311.62"
"Block","PB19121807-01","288.79","317.59"
"Hourly","PH19121807","1.00","313.99"
"Block","PB19121808-01","295.62","334.22"
"Hourly","PH19121808","1.00","325.00"
"Hourly","PH19121809","1.00","330.31"
"Block","PB19121809-01","302.80","330.31"
"Hourly","PH19121810","1.00","339.00"
"Block","PB19121810-01","300.27","336.00"
"Block","PB19121811-01","296.16","326.70"
"Hourly","PH19121811","1.00","336.50"
"Block","PB19121812-01","287.41","317.00"
"Hourly","PH19121812","1.00","326.25"
"Block","PB19121813-01","286.60","318.74"
"Hourly","PH19121813","1.00","327.57"
"Block","PB19121814-01","287.29","322.20"
"Hourly","PH19121814","1.00","331.87"
"Block","PB19121815-01","293.00","325.00"
"Hourly","PH19121815","1.00","334.74"
"Block","PB19121816-01","298.72","330.44"
"Hourly","PH19121816","1.00","338.80"
"Hourly","PH19121817","1.00","344.49"
"Block","PB19121817-01","304.50","335.01"
"Block","PB19121818-01","305.88","335.00"
"Hourly","PH19121818","1.00","344.65"
"Block","PB19121819-01","298.45","330.45"
"Hourly","PH19121819","150.00","337.95"
"Block","PB19121820-01","297.19","325.25"
"Hourly","PH19121820","215.48","333.97"
"Block","PB19121821-01","289.96","325.44"
"Hourly","PH19121821","216.00","335.14"
"Hourly","PH19121822","150.00","325.76"
"Block","PB19121822-01","292.62","317.10"
"Hourly","PH19121823","0.00","321.62"
"Block","PB19121823-01","281.72","312.25"
"Hourly","PH19121900","215.00","330.00"
"Block","PB19121900-01","284.51","328.34"
"Block","PB19121901-01","280.62","334.55"
"Hourly","PH19121901","291.04","325.54"
"Block","PB19121902-01","271.24","312.99"
"Block","PB19121902-04","292.00","292.00"
"Hourly","PH19121902","280.00","319.96"
"Hourly","PH19121903","1.00","305.00"
"Block","PB19121903-01","266.20","305.98"
"Hourly","PH19121904","0.01","290.00"
"Block","PB19121904-01","251.07","278.48"
"Block","PB19121905-01","262.89","291.79"
"Hourly","PH19121905","1.00","300.99"
"Block","PB19121906-01","285.83","318.55"
"Hourly","PH19121906","294.08","323.50"
"Hourly","PH19121907","1.00","334.99"
"Block","PB19121907-01","290.58","330.56"
"Hourly","PH19121908","1.00","336.16"
"Block","PB19121908-01","295.43","326.37"
"Block","PB19121909-01","298.52","329.58"
"Hourly","PH19121909","1.00","345.00"
"Hourly","PH19121910","1.00","336.00"
"Block","PB19121910-01","301.27","325.88"
"Block","PB19121911-01","292.33","324.00"
"Hourly","PH19121911","1.00","333.72"
"Block","PB19121912-01","282.89","320.00"
"Hourly","PH19121912","1.00","333.00"
"Block","PB19121913-01","284.63","317.86"
"Hourly","PH19121913","1.00","323.69"
"Hourly","PH19121914","1.00","354.90"
"Block","PB19121914-01","288.58","347.40"
"Hourly","PH19121915","1.00","339.91"
"Block","PB19121915-01","0.00","343.55"
"Hourly","PH19121916","1.00","337.79"
"Block","PB19121916-01","307.75","349.85"
"Block","PB19121917-01","304.12","338.19"
"Hourly","PH19121917","1.00","345.05"
