"Contract Type","Contract Name","Clearing Quantity (MWh)"
"Hourly","PH19011523","786.70"
"Block","PB19011523-01","147.90"
"Hourly","PH19011600","359.40"
"Block","PB19011600-01","77.40"
"Hourly","PH19011601","300.20"
"Block","PB19011601-01","75.30"
"Block","PB19011602-01","68.20"
"Hourly","PH19011602","325.60"
"Hourly","PH19011603","296.20"
"Block","PB19011603-01","57.10"
"Hourly","PH19011604","311.00"
"Block","PB19011604-01","64.60"
"Block","PB19011605-01","51.60"
"Hourly","PH19011605","310.60"
"Hourly","PH19011606","214.70"
"Block","PB19011606-01","71.10"
"Block","PB19011606-03","3.50"
"Hourly","PH19011607","197.70"
"Block","PB19011607-01","76.20"
"Block","PB19011608-01","92.80"
"Hourly","PH19011608","415.00"
"Block","PB19011609-01","105.70"
"Hourly","PH19011609","531.30"
"Hourly","PH19011610","603.70"
"Block","PB19011610-01","104.50"
"Hourly","PH19011611","1,016.90"
"Block","PB19011611-01","66.60"
"Block","PB19011612-01","114.40"
"Hourly","PH19011612","1,098.20"
"Hourly","PH19011613","1,150.50"
"Block","PB19011613-06","1.00"
"Block","PB19011613-01","400.10"
"Block","PB19011614-01","176.90"
"Hourly","PH19011614","1,315.60"
"Block","PB19011614-02","18.10"
"Hourly","PH19011615","1,260.70"
"Block","PB19011615-01","142.20"
"Block","PB19011616-08","3.00"
"Block","PB19011616-01","438.70"
"Hourly","PH19011616","1,034.90"
"Hourly","PH19011617","850.10"
"Block","PB19011617-01","478.20"
"Block","PB19011618-01","471.60"
"Hourly","PH19011618","758.90"
"Hourly","PH19011619","359.80"
"Block","PB19011619-01","855.20"
"Block","PB19011620-01","784.30"
"Hourly","PH19011620","1,030.40"
"Hourly","PH19011621","454.20"
"Block","PB19011621-01","923.10"
"Block","PB19011622-02","12.00"
"Hourly","PH19011622","1,035.50"
"Block","PB19011622-01","578.90"
"Block","PB19011623-01","287.40"
"Hourly","PH19011623","715.20"
"Block","PB19011700-05","0.00"
"Block","PB19011700-01","102.40"
"Hourly","PH19011700","260.20"
"Block","PB19011701-04","0.00"
"Block","PB19011701-01","86.70"
"Hourly","PH19011701","423.60"
"Block","PB19011702-01","88.40"
"Hourly","PH19011702","461.70"
"Block","PB19011703-01","67.60"
"Hourly","PH19011703","369.00"
"Block","PB19011704-01","49.80"
"Hourly","PH19011704","336.90"
"Block","PB19011705-01","57.10"
"Hourly","PH19011705","395.30"
"Block","PB19011706-01","68.00"
"Hourly","PH19011706","616.00"
"Block","PB19011707-01","48.50"
"Hourly","PH19011707","701.90"
"Block","PB19011708-01","352.60"
"Hourly","PH19011708","345.10"
"Block","PB19011709-01","108.70"
"Block","PB19011709-03","187.00"
"Hourly","PH19011709","393.90"
"Block","PB19011710-01","32.80"
"Block","PB19011710-02","77.00"
"Hourly","PH19011710","421.00"
"Block","PB19011711-01","32.70"
"Block","PB19011711-03","8.50"
"Hourly","PH19011711","551.60"
"Block","PB19011712-01","73.40"
"Block","PB19011712-02","110.00"
"Hourly","PH19011712","663.80"
"Block","PB19011713-01","64.00"
"Hourly","PH19011713","720.30"
"Block","PB19011714-01","90.30"
"Block","PB19011714-05","264.00"
"Hourly","PH19011714","844.80"
"Block","PB19011715-03","20.00"
"Block","PB19011715-01","48.90"
"Hourly","PH19011715","849.90"
"Block","PB19011716-01","62.00"
"Hourly","PH19011716","943.00"
"Block","PB19011717-01","51.50"
"Hourly","PH19011717","815.80"
"Block","PB19011718-01","54.60"
"Hourly","PH19011718","878.00"
"Block","PB19011719-01","185.40"
"Hourly","PH19011719","791.60"
"Block","PB19011720-03","450.00"
"Block","PB19011720-01","58.80"
"Hourly","PH19011720","709.80"
"Block","PB19011720-02","280.00"
"Block","PB19011721-01","72.90"
"Hourly","PH19011721","648.10"
"Block","PB19011722-01","224.60"
"Hourly","PH19011722","859.80"
"Hourly","PH19011723","849.30"
"Block","PB19011723-01","100.80"
"Hourly","PH19011800","308.50"
"Block","PB19011800-01","57.00"
"Hourly","PH19011801","281.60"
"Block","PB19011801-01","53.80"
"Hourly","PH19011802","290.40"
"Block","PB19011802-01","38.00"
"Block","PB19011802-02","0.50"
"Hourly","PH19011803","242.70"
"Block","PB19011803-01","41.50"
"Block","PB19011804-01","62.90"
"Hourly","PH19011804","216.60"
"Block","PB19011805-01","82.20"
"Hourly","PH19011805","154.00"
"Block","PB19011806-01","79.30"
"Hourly","PH19011806","380.10"
"Hourly","PH19011807","436.00"
"Block","PB19011807-01","69.60"
"Hourly","PH19011808","414.30"
"Block","PB19011808-01","61.70"
"Block","PB19011809-01","70.50"
"Hourly","PH19011809","297.70"
"Block","PB19011810-03","1.00"
"Block","PB19011810-01","111.20"
"Hourly","PH19011810","353.10"
"Hourly","PH19011811","544.70"
"Block","PB19011811-01","98.90"
"Block","PB19011811-05","18.50"
"Block","PB19011812-01","103.40"
"Hourly","PH19011812","401.60"
"Block","PB19011812-12","8.10"
"Block","PB19011813-01","101.70"
"Hourly","PH19011813","780.90"
"Block","PB19011814-01","105.20"
"Block","PB19011814-04","1.50"
"Hourly","PH19011814","383.30"
"Block","PB19011815-01","104.00"
"Hourly","PH19011815","576.30"
"Block","PB19011816-01","157.20"
"Block","PB19011816-04","106.00"
"Hourly","PH19011816","815.50"
"Hourly","PH19011817","895.10"
"Block","PB19011817-01","146.30"
"Block","PB19011818-06","34.00"
"Block","PB19011818-01","161.80"
"Hourly","PH19011818","648.90"
"Block","PB19011819-01","86.00"
"Hourly","PH19011819","369.90"
"Block","PB19011820-01","72.20"
"Hourly","PH19011820","276.60"
"Hourly","PH19011821","363.00"
"Block","PB19011821-01","67.00"
"Hourly","PH19011822","650.00"
"Block","PB19011822-01","116.50"
"Block","PB19011823-01","118.00"
"Hourly","PH19011823","414.90"
"Hourly","PH19011900","197.80"
"Block","PB19011900-01","40.00"
"Hourly","PH19011901","175.30"
"Block","PB19011901-01","46.30"
"Block","PB19011902-01","56.00"
"Hourly","PH19011902","211.50"
"Hourly","PH19011903","181.90"
"Block","PB19011903-01","71.50"
"Hourly","PH19011904","182.40"
"Block","PB19011904-01","74.30"
"Block","PB19011905-01","65.30"
"Hourly","PH19011905","223.70"
"Hourly","PH19011906","279.80"
"Block","PB19011906-01","73.60"
"Block","PB19011907-01","118.90"
"Block","PB19011907-04","205.00"
"Hourly","PH19011907","291.10"
"Block","PB19011907-02","235.00"
"Block","PB19011908-01","85.10"
"Hourly","PH19011908","159.70"
"Hourly","PH19011909","202.60"
"Block","PB19011909-02","0.50"
"Block","PB19011909-01","99.50"
"Hourly","PH19011910","570.30"
"Block","PB19011910-01","104.00"
"Block","PB19011911-01","67.50"
"Hourly","PH19011911","394.60"
"Block","PB19011912-03","86.00"
"Hourly","PH19011912","356.20"
"Block","PB19011912-01","60.00"
"Hourly","PH19011913","372.00"
"Block","PB19011913-01","50.20"
"Block","PB19011914-01","91.40"
"Hourly","PH19011914","331.50"
"Block","PB19011915-01","62.70"
"Hourly","PH19011915","673.50"
"Block","PB19011916-03","18.50"
"Hourly","PH19011916","383.40"
"Block","PB19011916-01","75.10"
"Hourly","PH19011917","349.10"
"Block","PB19011917-01","86.00"
"Hourly","PH19011918","711.60"
"Block","PB19011918-01","45.00"
"Block","PB19011919-01","60.60"
"Hourly","PH19011919","275.10"
"Hourly","PH19011920","505.40"
"Block","PB19011920-01","46.60"
"Block","PB19011920-04","1.00"
"Hourly","PH19011921","479.30"
"Block","PB19011921-01","77.70"
"Hourly","PH19011922","737.90"
"Block","PB19011922-01","74.70"
"Hourly","PH19011923","694.60"
"Block","PB19011923-01","45.30"
"Hourly","PH19012000","191.10"
"Block","PB19012000-01","93.70"
"Block","PB19012001-01","68.70"
"Hourly","PH19012001","228.00"
"Block","PB19012002-01","67.30"
"Hourly","PH19012002","340.40"
"Hourly","PH19012003","294.40"
"Block","PB19012003-01","82.50"
"Hourly","PH19012004","264.70"
"Block","PB19012004-01","52.00"
"Block","PB19012005-01","61.70"
"Hourly","PH19012005","204.80"
"Hourly","PH19012006","201.30"
"Block","PB19012006-01","80.40"
"Block","PB19012007-01","71.80"
"Hourly","PH19012007","221.30"
"Block","PB19012008-01","85.20"
"Hourly","PH19012008","283.60"
"Block","PB19012009-01","61.50"
"Hourly","PH19012009","580.60"
"Hourly","PH19012010","325.70"
"Block","PB19012010-01","58.10"
"Block","PB19012011-01","73.40"
"Hourly","PH19012011","294.80"
"Hourly","PH19012012","210.60"
"Block","PB19012012-01","69.20"
"Hourly","PH19012013","274.50"
"Block","PB19012013-01","123.00"
"Block","PB19012014-01","111.20"
"Hourly","PH19012014","394.40"
"Block","PB19012015-01","130.50"
"Hourly","PH19012015","474.50"
"Hourly","PH19012016","769.00"
"Block","PB19012016-01","92.60"
"Block","PB19012017-01","92.50"
"Hourly","PH19012017","218.50"
"Block","PB19012018-01","183.80"
"Hourly","PH19012018","347.20"
"Block","PB19012019-01","135.40"
"Hourly","PH19012019","221.60"
"Block","PB19012020-01","112.30"
"Hourly","PH19012020","232.10"
"Block","PB19012021-01","122.00"
"Hourly","PH19012021","163.20"
"Hourly","PH19012022","401.20"
"Block","PB19012022-01","112.00"
"Block","PB19012023-01","94.70"
"Hourly","PH19012023","318.20"
"Hourly","PH19012100","77.10"
"Block","PB19012100-01","111.10"
"Hourly","PH19012101","58.70"
"Block","PB19012101-01","100.50"
"Block","PB19012102-01","97.20"
"Hourly","PH19012102","93.10"
"Block","PB19012103-01","57.20"
"Hourly","PH19012103","206.50"
"Hourly","PH19012104","181.70"
"Block","PB19012104-01","57.10"
"Hourly","PH19012105","180.30"
"Block","PB19012105-01","64.00"
"Block","PB19012106-01","57.20"
"Block","PB19012106-18","0.00"
"Hourly","PH19012106","154.00"
"Hourly","PH19012107","116.90"
"Block","PB19012107-01","56.60"
"Hourly","PH19012108","85.20"
"Block","PB19012108-01","84.80"
"Hourly","PH19012109","93.50"
"Block","PB19012109-01","76.10"
"Block","PB19012110-01","61.00"
"Hourly","PH19012110","162.50"
"Block","PB19012111-01","74.60"
"Hourly","PH19012111","232.50"
"Block","PB19012112-01","74.80"
"Hourly","PH19012112","354.90"
"Block","PB19012113-04","0.00"
"Block","PB19012113-03","3.00"
"Block","PB19012113-01","96.20"
"Hourly","PH19012113","432.60"
"Hourly","PH19012114","419.10"
"Block","PB19012114-01","76.80"
"Hourly","PH19012115","475.00"
"Block","PB19012115-01","91.30"
"Hourly","PH19012116","617.60"
"Block","PB19012116-01","81.40"
"Block","PB19012117-01","108.90"
"Hourly","PH19012117","568.70"
"Block","PB19012118-01","116.40"
"Hourly","PH19012118","531.00"
"Hourly","PH19012119","503.60"
"Block","PB19012119-01","76.70"
"Hourly","PH19012120","798.10"
"Block","PB19012120-01","209.00"
"Hourly","PH19012121","444.90"
"Block","PB19012121-01","95.50"
"Block","PB19012122-01","89.20"
"Hourly","PH19012122","310.90"
"Block","PB19012123-01","84.70"
"Hourly","PH19012123","527.80"
"Hourly","PH19012200","246.90"
"Block","PB19012200-01","65.40"
"Hourly","PH19012201","224.00"
"Block","PB19012201-01","74.30"
"Block","PB19012201-03","10.00"
"Hourly","PH19012202","226.90"
"Block","PB19012202-01","58.00"
"Hourly","PH19012203","383.60"
"Block","PB19012203-01","73.80"
"Block","PB19012204-01","66.90"
"Hourly","PH19012204","369.70"
"Block","PB19012205-01","43.80"
"Hourly","PH19012205","367.70"
"Hourly","PH19012206","593.90"
"Block","PB19012206-01","27.10"
"Hourly","PH19012207","407.20"
"Block","PB19012207-01","32.80"
"Hourly","PH19012208","204.10"
"Block","PB19012208-01","32.00"
"Hourly","PH19012209","181.60"
"Block","PB19012209-01","37.00"
"Block","PB19012210-01","40.10"
"Hourly","PH19012210","294.90"
"Block","PB19012211-01","46.00"
"Hourly","PH19012211","272.40"
"Block","PB19012212-01","39.70"
"Hourly","PH19012212","258.80"
"Block","PB19012213-01","36.50"
"Hourly","PH19012213","381.20"
"Block","PB19012214-01","67.30"
"Hourly","PH19012214","433.70"
"Block","PB19012215-01","69.60"
"Hourly","PH19012215","398.20"
"Block","PB19012216-01","124.80"
"Hourly","PH19012216","407.10"
"Block","PB19012217-01","137.60"
"Hourly","PH19012217","411.00"
"Block","PB19012218-01","95.60"
"Hourly","PH19012218","342.90"
"Block","PB19012219-01","58.40"
"Hourly","PH19012219","420.30"
"Block","PB19012220-02","24.80"
"Block","PB19012220-01","50.60"
"Hourly","PH19012220","595.40"
"Block","PB19012221-01","51.70"
"Hourly","PH19012221","365.50"
"Block","PB19012222-01","58.90"
"Hourly","PH19012222","426.80"
"Block","PB19012223-01","86.80"
"Hourly","PH19012223","521.10"
"Hourly","PH19012300","198.30"
"Block","PB19012300-01","52.00"
"Block","PB19012301-01","89.20"
"Hourly","PH19012301","185.90"
"Block","PB19012302-01","98.30"
"Hourly","PH19012302","160.70"
"Block","PB19012303-01","102.70"
"Hourly","PH19012303","109.60"
"Block","PB19012304-01","88.60"
"Hourly","PH19012304","240.60"
"Hourly","PH19012305","145.80"
"Block","PB19012305-01","147.20"
"Block","PB19012306-01","225.70"
"Hourly","PH19012306","278.60"
"Hourly","PH19012307","176.70"
"Block","PB19012307-01","68.00"
"Block","PB19012308-01","87.10"
"Hourly","PH19012308","152.50"
"Block","PB19012309-01","106.40"
"Hourly","PH19012309","70.20"
"Hourly","PH19012310","295.10"
"Block","PB19012310-01","163.40"
"Block","PB19012311-01","193.00"
"Hourly","PH19012311","319.70"
"Block","PB19012312-01","106.80"
"Hourly","PH19012312","926.30"
"Hourly","PH19012313","971.90"
"Block","PB19012313-01","89.10"
"Block","PB19012313-07","2.00"
"Hourly","PH19012314","823.20"
"Block","PB19012314-02","1.00"
"Block","PB19012314-01","104.60"
"Hourly","PH19012315","763.20"
"Block","PB19012315-01","112.30"
"Hourly","PH19012316","668.00"
"Block","PB19012316-01","73.90"
"Block","PB19012317-07","31.00"
"Block","PB19012317-01","139.40"
"Hourly","PH19012317","815.10"
"Hourly","PH19012318","767.50"
"Block","PB19012318-01","136.10"
"Hourly","PH19012319","248.20"
"Block","PB19012319-01","233.20"
"Hourly","PH19012320","256.30"
"Block","PB19012320-02","2.00"
"Block","PB19012320-01","77.00"
"Block","PB19012321-02","10.00"
"Hourly","PH19012321","199.80"
"Block","PB19012321-01","123.20"
"Block","PB19012322-01","93.00"
"Hourly","PH19012322","639.10"
"Block","PB19012323-01","109.60"
"Hourly","PH19012323","470.10"
"Hourly","PH19012400","354.70"
"Block","PB19012400-01","81.60"
"Block","PB19012401-01","93.80"
"Hourly","PH19012401","339.50"
"Hourly","PH19012402","289.30"
"Block","PB19012402-01","98.70"
"Hourly","PH19012403","393.20"
"Block","PB19012403-01","76.90"
"Block","PB19012404-01","83.80"
"Hourly","PH19012404","153.20"
"Block","PB19012405-01","60.00"
"Hourly","PH19012405","135.80"
"Hourly","PH19012406","299.40"
"Block","PB19012406-01","57.50"
"Block","PB19012407-01","88.10"
"Hourly","PH19012407","366.30"
"Block","PB19012408-01","126.30"
"Hourly","PH19012408","287.50"
"Hourly","PH19012409","267.20"
"Block","PB19012409-01","97.80"
"Hourly","PH19012410","420.30"
"Block","PB19012410-01","124.60"
"Block","PB19012411-01","156.70"
"Hourly","PH19012411","537.60"
"Block","PB19012412-04","2.00"
"Hourly","PH19012412","691.60"
"Block","PB19012412-01","124.10"
"Hourly","PH19012413","808.20"
"Block","PB19012413-01","170.80"
"Block","PB19012413-03","4.50"
"Hourly","PH19012414","832.70"
"Block","PB19012414-01","191.80"
"Block","PB19012415-01","136.30"
"Hourly","PH19012415","806.80"
"Block","PB19012416-01","130.70"
"Hourly","PH19012416","720.00"
"Block","PB19012417-01","157.50"
"Hourly","PH19012417","715.20"
"Block","PB19012418-01","163.30"
"Hourly","PH19012418","710.90"
"Block","PB19012419-01","179.10"
"Hourly","PH19012419","894.70"
"Block","PB19012420-01","189.50"
"Hourly","PH19012420","993.70"
"Block","PB19012421-01","195.90"
"Hourly","PH19012421","562.30"
"Block","PB19012422-01","178.00"
"Hourly","PH19012422","748.90"
"Block","PB19012423-01","151.00"
"Hourly","PH19012423","909.50"
"Hourly","PH19012500","507.90"
"Block","PB19012500-01","93.60"
"Block","PB19012500-08","4.00"
"Block","PB19012501-01","130.90"
"Hourly","PH19012501","362.60"
"Hourly","PH19012502","244.60"
"Block","PB19012502-01","117.10"
"Hourly","PH19012503","469.20"
"Block","PB19012503-01","86.70"
"Block","PB19012504-01","108.30"
"Hourly","PH19012504","501.10"
"Hourly","PH19012505","522.30"
"Block","PB19012505-01","166.70"
"Hourly","PH19012506","497.70"
"Block","PB19012506-01","195.50"
"Block","PB19012507-01","194.90"
"Hourly","PH19012507","489.50"
"Block","PB19012508-02","0.30"
"Block","PB19012508-01","352.00"
"Hourly","PH19012508","274.30"
"Hourly","PH19012509","206.80"
"Block","PB19012509-01","248.70"
"Hourly","PH19012510","356.30"
"Block","PB19012510-01","64.30"
"Hourly","PH19012511","589.10"
"Block","PB19012511-01","76.90"
"Block","PB19012512-12","0.00"
"Hourly","PH19012512","595.50"
"Block","PB19012512-01","112.50"
"Block","PB19012513-01","174.60"
"Hourly","PH19012513","774.90"
"Hourly","PH19012514","801.80"
"Block","PB19012514-01","129.20"
"Hourly","PH19012515","600.60"
"Block","PB19012515-01","126.50"
"Block","PB19012515-04","3.00"
"Hourly","PH19012516","697.10"
"Block","PB19012516-01","143.20"
"Block","PB19012517-04","0.50"
"Block","PB19012517-01","109.00"
"Hourly","PH19012517","481.50"
"Block","PB19012518-01","103.50"
"Hourly","PH19012518","298.70"
"Block","PB19012519-01","124.00"
"Hourly","PH19012519","424.40"
"Hourly","PH19012520","247.30"
"Block","PB19012520-01","99.50"
"Hourly","PH19012521","532.50"
"Block","PB19012521-01","122.30"
"Block","PB19012522-01","140.30"
"Hourly","PH19012522","691.30"
"Hourly","PH19012523","399.90"
"Block","PB19012523-01","84.00"
"Hourly","PH19012600","268.70"
"Block","PB19012600-01","134.70"
"Hourly","PH19012601","273.30"
"Block","PB19012601-01","102.30"
"Hourly","PH19012602","281.80"
"Block","PB19012602-01","118.50"
"Block","PB19012603-01","145.30"
"Hourly","PH19012603","188.20"
"Hourly","PH19012604","133.70"
"Block","PB19012604-01","162.50"
"Block","PB19012605-01","93.00"
"Hourly","PH19012605","196.70"
"Block","PB19012606-01","111.30"
"Hourly","PH19012606","323.90"
"Hourly","PH19012607","528.80"
"Block","PB19012607-01","104.90"
"Block","PB19012608-01","125.20"
"Hourly","PH19012608","219.70"
"Hourly","PH19012609","328.60"
"Block","PB19012609-01","78.50"
"Block","PB19012610-01","84.80"
"Hourly","PH19012610","395.20"
"Block","PB19012611-01","114.50"
"Hourly","PH19012611","429.00"
"Hourly","PH19012612","382.60"
"Block","PB19012612-05","4.00"
"Block","PB19012612-01","152.30"
"Block","PB19012613-11","8.00"
"Hourly","PH19012613","506.70"
"Block","PB19012613-01","198.10"
"Block","PB19012614-06","0.50"
"Hourly","PH19012614","653.20"
"Block","PB19012614-01","168.50"
"Block","PB19012615-01","202.90"
"Hourly","PH19012615","540.30"
"Block","PB19012616-01","189.50"
"Hourly","PH19012616","478.70"
"Hourly","PH19012617","445.10"
"Block","PB19012617-01","109.60"
"Block","PB19012618-01","120.30"
"Hourly","PH19012618","366.50"
"Block","PB19012619-01","97.00"
"Hourly","PH19012619","451.70"
"Block","PB19012620-02","18.20"
"Hourly","PH19012620","362.70"
"Block","PB19012620-01","94.60"
"Hourly","PH19012621","357.20"
"Block","PB19012621-01","103.10"
"Block","PB19012622-01","109.10"
"Hourly","PH19012622","535.80"
"Block","PB19012623-01","136.70"
"Hourly","PH19012623","560.90"
"Block","PB19012700-01","96.20"
"Hourly","PH19012700","230.20"
"Block","PB19012701-01","92.00"
"Hourly","PH19012701","235.00"
"Block","PB19012702-01","107.40"
"Hourly","PH19012702","274.40"
"Block","PB19012703-01","79.90"
"Hourly","PH19012703","206.30"
"Hourly","PH19012704","270.90"
"Block","PB19012704-01","93.30"
"Block","PB19012705-01","116.60"
"Hourly","PH19012705","266.80"
"Hourly","PH19012706","294.80"
"Block","PB19012706-01","85.40"
"Block","PB19012707-01","89.20"
"Hourly","PH19012707","345.90"
"Block","PB19012708-01","81.00"
"Hourly","PH19012708","197.40"
"Block","PB19012709-01","106.60"
"Hourly","PH19012709","244.70"
"Block","PB19012710-01","81.50"
"Hourly","PH19012710","278.60"
"Hourly","PH19012711","259.10"
"Block","PB19012711-01","70.20"
"Block","PB19012712-01","62.90"
"Hourly","PH19012712","251.50"
"Block","PB19012713-01","63.80"
"Hourly","PH19012713","298.10"
"Hourly","PH19012714","339.60"
"Block","PB19012714-10","7.00"
