"Contract Type","Contract Name","Min. Matching Price (TL/MWh)","Max. Matching Price (TL/MWh)"
"Block","PB19011303-01","179.20","185.00"
"Hourly","PH19011303","171.10","185.89"
"Block","PB19011304-04","134.47","134.47"
"Block","PB19011304-03","126.33","126.33"
"Hourly","PH19011304","123.00","138.00"
"Block","PB19011304-01","126.33","139.00"
"Hourly","PH19011305","123.10","300.00"
"Block","PB19011305-01","126.33","146.00"
"Block","PB19011306-01","126.34","151.00"
"Hourly","PH19011306","123.00","140.00"
"Block","PB19011307-01","157.00","159.89"
"Hourly","PH19011307","120.00","164.50"
"Block","PB19011308-01","4.05","10.99"
"Hourly","PH19011308","9.00","11.00"
"Block","PB19011309-01","9.99","11.83"
"Hourly","PH19011309","9.00","14.00"
"Block","PB19011310-01","9.99","15.49"
"Hourly","PH19011310","9.69","15.00"
"Block","PB19011311-01","56.69","147.69"
"Hourly","PH19011311","57.53","96.69"
"Block","PB19011312-01","200.00","211.00"
"Hourly","PH19011312","185.00","210.00"
"Block","PB19011313-01","210.00","233.00"
"Hourly","PH19011313","215.00","225.01"
"Block","PB19011314-01","126.34","156.00"
"Hourly","PH19011314","130.14","252.00"
"Block","PB19011315-01","209.04","239.00"
"Block","PB19011315-09","258.90","258.90"
"Hourly","PH19011315","215.30","307.00"
"Hourly","PH19011316","83.00","110.00"
"Block","PB19011316-01","73.16","101.00"
"Block","PB19011317-01","311.62","329.99"
"Hourly","PH19011317","320.96","328.00"
"Block","PB19011318-01","314.80","331.89"
"Hourly","PH19011318","314.80","335.00"
"Block","PB19011319-01","314.80","380.00"
"Hourly","PH19011319","314.80","344.99"
"Block","PB19011320-02","311.75","311.75"
"Hourly","PH19011320","303.34","340.00"
"Block","PB19011320-01","312.72","331.00"
"Block","PB19011321-01","310.79","316.10"
"Hourly","PH19011321","301.47","350.00"
"Hourly","PH19011322","276.70","299.10"
"Block","PB19011322-01","284.63","291.50"
"Block","PB19011323-01","199.00","210.01"
"Hourly","PH19011323","199.20","220.00"
"Block","PB19011400-01","196.75","208.00"
"Hourly","PH19011400","190.87","224.99"
"Block","PB19011401-01","210.01","216.00"
"Hourly","PH19011401","201.02","220.00"
"Block","PB19011402-01","194.00","229.99"
"Hourly","PH19011402","195.00","238.00"
"Block","PB19011403-01","169.00","195.01"
"Hourly","PH19011403","175.00","195.01"
"Hourly","PH19011404","19.00","73.00"
"Block","PB19011404-01","20.00","73.00"
"Hourly","PH19011405","45.00","81.00"
"Block","PB19011405-01","78.87","79.86"
"Block","PB19011406-01","204.00","213.64"
"Hourly","PH19011406","180.00","210.00"
"Block","PB19011407-01","279.89","288.00"
"Hourly","PH19011407","271.49","294.00"
"Hourly","PH19011408","301.51","315.82"
"Block","PB19011408-01","310.83","316.82"
"Block","PB19011409-01","311.01","315.16"
"Hourly","PH19011409","305.71","317.00"
"Block","PB19011409-03","315.00","315.00"
"Block","PB19011410-01","309.04","315.88"
"Hourly","PH19011410","306.01","316.01"
"Hourly","PH19011411","305.03","325.64"
"Block","PB19011411-01","315.17","316.16"
"Block","PB19011412-01","308.00","316.00"
"Hourly","PH19011412","301.47","325.00"
"Block","PB19011413-01","310.48","314.00"
"Hourly","PH19011413","310.48","320.00"
"Block","PB19011414-01","310.79","315.50"
"Hourly","PH19011414","301.47","320.00"
"Block","PB19011415-01","310.97","319.30"
"Hourly","PH19011415","301.64","324.00"
"Block","PB19011416-01","313.70","318.31"
"Hourly","PH19011416","304.32","323.14"
"Hourly","PH19011417","307.24","327.00"
"Block","PB19011417-01","316.00","321.46"
"Block","PB19011417-02","316.75","316.75"
"Block","PB19011418-02","314.22","314.22"
"Block","PB19011418-01","316.62","323.00"
"Hourly","PH19011418","313.00","350.00"
"Block","PB19011419-01","311.83","318.98"
"Hourly","PH19011419","310.00","325.00"
"Block","PB19011420-01","258.00","267.32"
"Hourly","PH19011420","250.26","268.84"
"Block","PB19011421-01","296.01","305.08"
"Hourly","PH19011421","295.93","309.99"
"Hourly","PH19011422","272.39","290.00"
"Block","PB19011422-01","280.07","280.81"
"Hourly","PH19011423","255.00","263.08"
"Block","PB19011423-01","256.60","263.08"
"Block","PB19011500-01","159.00","299.00"
"Hourly","PH19011500","151.20","171.00"
"Block","PB19011501-01","188.00","295.55"
"Hourly","PH19011501","166.00","196.00"
"Block","PB19011502-01","162.89","170.98"
"Hourly","PH19011502","150.11","170.01"
"Hourly","PH19011503","170.00","190.03"
"Block","PB19011503-01","185.02","300.00"
"Block","PB19011504-01","126.34","129.13"
"Hourly","PH19011504","120.00","136.34"
"Hourly","PH19011505","171.00","193.68"
"Block","PB19011505-01","187.99","270.00"
"Block","PB19011506-01","213.64","231.00"
"Hourly","PH19011506","207.23","222.61"
"Hourly","PH19011507","207.22","250.00"
"Block","PB19011507-01","213.63","219.13"
"Block","PB19011508-01","284.94","292.50"
"Hourly","PH19011508","276.39","295.00"
"Hourly","PH19011509","276.39","303.01"
"Block","PB19011509-02","282.42","282.42"
"Block","PB19011509-01","284.94","301.00"
"Block","PB19011510-01","279.89","296.58"
"Hourly","PH19011510","271.49","325.00"
"Block","PB19011511-01","312.11","332.01"
"Hourly","PH19011511","311.50","336.00"
"Block","PB19011512-01","210.00","237.94"
"Hourly","PH19011512","204.16","244.98"
"Hourly","PH19011513","250.25","280.15"
"Block","PB19011513-01","257.99","275.95"
"Block","PB19011514-01","279.99","297.98"
"Hourly","PH19011514","272.34","299.98"
"Block","PB19011515-01","258.00","277.00"
"Hourly","PH19011515","250.26","279.74"
"Hourly","PH19011516","252.20","300.00"
"Block","PB19011516-01","260.00","270.00"
"Hourly","PH19011517","311.30","340.00"
"Block","PB19011517-01","311.00","335.00"
"Block","PB19011517-03","310.75","310.75"
"Block","PB19011517-07","230.85","230.85"
"Block","PB19011518-01","310.09","320.00"
"Hourly","PH19011518","310.09","340.00"
"Block","PB19011519-05","198.91","198.91"
"Hourly","PH19011519","300.00","320.00"
"Block","PB19011519-01","302.00","311.00"
"Hourly","PH19011520","191.11","230.00"
"Block","PB19011520-01","200.01","216.00"
"Block","PB19011521-01","252.08","268.00"
"Hourly","PH19011521","244.52","272.00"
"Block","PB19011522-01","126.33","133.00"
"Hourly","PH19011522","122.00","148.00"
"Hourly","PH19011523","106.01","138.00"
"Block","PB19011523-01","105.25","118.47"
"Hourly","PH19011600","123.00","129.99"
"Block","PB19011600-01","126.34","128.57"
"Hourly","PH19011601","151.00","169.99"
"Block","PB19011601-01","165.00","169.99"
"Block","PB19011602-01","148.00","160.64"
"Hourly","PH19011602","145.00","164.89"
"Hourly","PH19011603","10.00","39.50"
"Block","PB19011603-01","19.01","22.00"
"Hourly","PH19011604","10.00","39.40"
"Block","PB19011604-01","9.50","20.00"
"Block","PB19011605-01","123.55","126.34"
"Hourly","PH19011605","102.00","130.11"
"Hourly","PH19011606","250.00","279.88"
"Block","PB19011606-01","257.00","279.88"
"Block","PB19011606-03","301.96","301.96"
"Hourly","PH19011607","120.00","308.92"
"Block","PB19011607-01","251.00","310.72"
"Block","PB19011608-01","119.01","315.28"
"Hourly","PH19011608","120.00","315.28"
"Block","PB19011609-01","294.51","314.76"
"Hourly","PH19011609","277.00","324.80"
"Hourly","PH19011610","275.00","315.00"
"Block","PB19011610-01","289.00","314.77"
"Hourly","PH19011611","280.00","324.00"
"Block","PB19011611-01","294.11","317.94"
"Block","PB19011612-01","305.00","318.00"
"Hourly","PH19011612","300.00","320.00"
"Hourly","PH19011613","280.00","319.00"
"Block","PB19011613-06","313.00","313.00"
"Block","PB19011613-01","279.00","311.00"
"Block","PB19011614-01","301.62","312.63"
"Hourly","PH19011614","280.00","320.90"
"Block","PB19011614-02","311.31","311.31"
"Hourly","PH19011615","290.02","319.98"
"Block","PB19011615-01","310.99","320.98"
"Block","PB19011616-08","294.15","294.15"
"Block","PB19011616-01","299.75","313.46"
"Hourly","PH19011616","295.00","320.00"
"Hourly","PH19011617","300.51","318.00"
"Block","PB19011617-01","303.00","316.48"
"Block","PB19011618-01","298.99","314.76"
"Hourly","PH19011618","280.00","315.00"
"Hourly","PH19011619","275.00","309.09"
"Block","PB19011619-01","274.00","309.09"
"Block","PB19011620-01","229.48","251.00"
"Hourly","PH19011620","231.01","256.91"
"Hourly","PH19011621","275.50","308.29"
"Block","PB19011621-01","288.00","308.08"
"Block","PB19011622-02","271.26","271.26"
"Hourly","PH19011622","252.01","293.98"
"Block","PB19011622-01","261.94","284.94"
"Block","PB19011623-01","209.00","257.58"
"Hourly","PH19011623","211.01","264.00"
"Block","PB19011700-05","",""
"Block","PB19011700-01","100.00","126.34"
"Hourly","PH19011700","100.00","126.34"
"Block","PB19011701-04","",""
"Block","PB19011701-01","99.51","188.00"
"Hourly","PH19011701","101.00","188.00"
"Block","PB19011702-01","104.01","188.00"
"Hourly","PH19011702","100.00","188.00"
"Block","PB19011703-01","132.00","150.06"
"Hourly","PH19011703","110.00","150.06"
"Block","PB19011704-01","113.00","126.33"
"Hourly","PH19011704","100.00","126.33"
"Block","PB19011705-01","158.08","180.01"
"Hourly","PH19011705","140.00","180.01"
"Block","PB19011706-01","258.00","264.74"
"Hourly","PH19011706","258.00","270.00"
"Block","PB19011707-01","125.33","126.34"
"Hourly","PH19011707","126.18","135.00"
"Block","PB19011708-01","302.05","303.80"
"Hourly","PH19011708","302.00","310.00"
"Block","PB19011709-01","304.57","310.86"
"Block","PB19011709-03","311.75","311.75"
"Hourly","PH19011709","297.00","325.00"
"Block","PB19011710-01","303.09","311.38"
"Block","PB19011710-02","312.20","312.20"
"Hourly","PH19011710","300.00","311.38"
"Block","PB19011711-01","303.00","313.01"
"Block","PB19011711-03","282.50","282.50"
"Hourly","PH19011711","297.50","314.00"
"Block","PB19011712-01","259.00","270.00"
"Block","PB19011712-02","277.32","277.32"
"Hourly","PH19011712","252.00","275.00"
"Block","PB19011713-01","283.64","295.99"
"Hourly","PH19011713","255.00","295.00"
"Block","PB19011714-01","304.00","324.00"
"Block","PB19011714-05","311.24","311.24"
"Hourly","PH19011714","280.00","323.00"
"Block","PB19011715-03","312.00","312.00"
"Block","PB19011715-01","303.21","309.76"
"Hourly","PH19011715","286.00","320.00"
"Block","PB19011716-01","295.00","311.23"
"Hourly","PH19011716","295.00","321.00"
"Block","PB19011717-01","295.55","313.78"
"Hourly","PH19011717","293.01","321.00"
"Block","PB19011718-01","294.00","311.66"
"Hourly","PH19011718","288.00","320.99"
"Block","PB19011719-01","243.00","258.00"
"Hourly","PH19011719","225.00","264.00"
"Block","PB19011720-03","288.48","288.48"
"Block","PB19011720-01","280.11","297.97"
"Hourly","PH19011720","250.00","297.97"
"Block","PB19011720-02","303.93","303.93"
"Block","PB19011721-01","279.11","309.88"
"Hourly","PH19011721","280.03","309.88"
"Block","PB19011722-01","239.01","257.60"
"Hourly","PH19011722","230.00","257.60"
"Hourly","PH19011723","110.00","126.34"
"Block","PB19011723-01","123.00","126.34"
"Hourly","PH19011800","100.00","127.00"
"Block","PB19011800-01","112.76","126.33"
"Hourly","PH19011801","230.00","259.00"
"Block","PB19011801-01","254.28","258.50"
"Hourly","PH19011802","125.00","145.02"
"Block","PB19011802-01","140.99","145.00"
"Block","PB19011802-02","145.00","145.00"
"Hourly","PH19011803","65.01","100.04"
"Block","PB19011803-01","91.00","100.00"
"Block","PB19011804-01","46.00","56.69"
"Hourly","PH19011804","36.52","58.00"
"Block","PB19011805-01","116.99","126.33"
"Hourly","PH19011805","85.00","128.00"
"Block","PB19011806-01","251.26","258.00"
"Hourly","PH19011806","250.00","261.00"
"Hourly","PH19011807","167.00","174.00"
"Block","PB19011807-01","167.00","176.00"
"Hourly","PH19011808","300.25","320.00"
"Block","PB19011808-01","309.54","317.05"
"Block","PB19011809-01","309.55","314.04"
"Hourly","PH19011809","309.55","323.23"
"Block","PB19011810-03","310.00","310.00"
"Block","PB19011810-01","309.00","320.50"
"Hourly","PH19011810","311.70","330.00"
"Hourly","PH19011811","308.03","322.00"
"Block","PB19011811-01","313.00","320.49"
"Block","PB19011811-05","258.16","258.16"
"Block","PB19011812-01","293.97","302.60"
"Hourly","PH19011812","209.77","302.60"
"Block","PB19011812-12","266.49","266.49"
"Block","PB19011813-01","56.70","76.99"
"Hourly","PH19011813","58.00","115.00"
"Block","PB19011814-01","308.00","308.63"
"Block","PB19011814-04","311.00","311.00"
"Hourly","PH19011814","290.00","308.63"
"Block","PB19011815-01","307.98","308.63"
"Hourly","PH19011815","293.00","308.63"
"Block","PB19011816-01","308.98","311.25"
"Block","PB19011816-04","307.28","307.28"
"Hourly","PH19011816","294.00","313.18"
"Hourly","PH19011817","295.00","320.26"
"Block","PB19011817-01","301.00","315.30"
"Block","PB19011818-06","265.96","265.96"
"Block","PB19011818-01","304.21","313.54"
"Hourly","PH19011818","302.25","315.00"
"Block","PB19011819-01","270.00","290.00"
"Hourly","PH19011819","270.03","290.50"
"Block","PB19011820-01","240.00","257.22"
"Hourly","PH19011820","240.07","256.89"
"Hourly","PH19011821","240.00","270.00"
"Block","PB19011821-01","254.00","270.00"
"Hourly","PH19011822","238.00","250.00"
"Block","PB19011822-01","238.00","245.49"
"Block","PB19011823-01","204.00","219.98"
"Hourly","PH19011823","205.00","223.00"
"Hourly","PH19011900","40.00","76.00"
"Block","PB19011900-01","56.70","66.00"
"Hourly","PH19011901","111.00","144.99"
"Block","PB19011901-01","126.34","127.32"
"Block","PB19011902-01","55.99","56.70"
"Hourly","PH19011902","45.00","57.00"
"Hourly","PH19011903","30.00","70.00"
"Block","PB19011903-01","40.98","56.69"
"Hourly","PH19011904","50.00","70.00"
"Block","PB19011904-01","54.98","56.69"
"Block","PB19011905-01","55.99","56.70"
"Hourly","PH19011905","45.10","60.00"
"Hourly","PH19011906","122.55","130.00"
"Block","PB19011906-01","125.00","126.34"
"Block","PB19011907-01","126.33","129.00"
"Block","PB19011907-04","161.00","162.00"
"Hourly","PH19011907","121.14","145.00"
"Block","PB19011907-02","126.33","126.33"
"Block","PB19011908-01","126.33","160.99"
"Hourly","PH19011908","122.54","145.00"
"Hourly","PH19011909","145.02","165.00"
"Block","PB19011909-02","215.00","215.00"
"Block","PB19011909-01","145.01","176.00"
"Hourly","PH19011910","276.39","300.00"
"Block","PB19011910-01","284.94","301.00"
"Block","PB19011911-01","309.00","322.28"
"Hourly","PH19011911","310.00","323.00"
"Block","PB19011912-03","260.00","260.00"
"Hourly","PH19011912","245.00","280.00"
"Block","PB19011912-01","272.98","280.00"
"Hourly","PH19011913","240.00","259.99"
"Block","PB19011913-01","253.00","259.99"
"Block","PB19011914-01","241.00","258.00"
"Hourly","PH19011914","241.00","258.00"
"Block","PB19011915-01","125.00","126.34"
"Hourly","PH19011915","107.00","131.99"
"Block","PB19011916-03","296.44","296.44"
"Hourly","PH19011916","241.00","257.94"
"Block","PB19011916-01","243.00","257.99"
"Hourly","PH19011917","291.01","313.00"
"Block","PB19011917-01","296.00","309.09"
"Hourly","PH19011918","313.00","342.00"
"Block","PB19011918-01","311.00","324.00"
"Block","PB19011919-01","298.00","310.99"
"Hourly","PH19011919","290.99","320.00"
"Hourly","PH19011920","191.26","220.00"
"Block","PB19011920-01","199.99","220.00"
"Block","PB19011920-04","193.00","193.00"
"Hourly","PH19011921","189.00","219.00"
"Block","PB19011921-01","200.00","220.00"
"Hourly","PH19011922","237.64","255.00"
"Block","PB19011922-01","244.99","250.40"
"Hourly","PH19011923","122.55","145.89"
"Block","PB19011923-01","126.34","146.89"
"Hourly","PH19012000","150.00","199.50"
"Block","PB19012000-01","149.10","201.00"
"Block","PB19012001-01","241.01","261.92"
"Hourly","PH19012001","235.11","261.60"
"Block","PB19012002-01","175.30","179.72"
"Hourly","PH19012002","165.10","179.50"
"Hourly","PH19012003","210.00","249.70"
"Block","PB19012003-01","238.99","250.01"
"Hourly","PH19012004","112.00","126.00"
"Block","PB19012004-01","113.05","124.55"
"Block","PB19012005-01","119.00","124.55"
"Hourly","PH19012005","112.00","129.00"
"Hourly","PH19012006","114.50","129.99"
"Block","PB19012006-01","114.00","124.55"
"Block","PB19012007-01","110.00","125.02"
"Hourly","PH19012007","112.00","129.95"
"Block","PB19012008-01","4.41","4.41"
"Hourly","PH19012008","1.00","9.99"
"Block","PB19012009-01","0.52","1.70"
"Hourly","PH19012009","0.05","4.98"
"Hourly","PH19012010","50.00","61.99"
"Block","PB19012010-01","49.11","56.69"
"Block","PB19012011-01","153.99","154.99"
"Hourly","PH19012011","145.00","159.98"
"Hourly","PH19012012","157.00","181.00"
"Block","PB19012012-01","175.50","180.01"
"Hourly","PH19012013","175.11","200.00"
"Block","PB19012013-01","194.95","200.00"
"Block","PB19012014-01","125.02","130.94"
"Hourly","PH19012014","121.27","130.00"
"Block","PB19012015-01","90.03","91.00"
"Hourly","PH19012015","85.00","100.00"
"Hourly","PH19012016","170.00","206.00"
"Block","PB19012016-01","200.90","211.00"
"Block","PB19012017-01","313.98","323.16"
"Hourly","PH19012017","300.11","325.00"
"Block","PB19012018-01","323.98","340.99"
"Hourly","PH19012018","317.17","340.00"
"Block","PB19012019-01","326.00","331.00"
"Hourly","PH19012019","317.17","335.00"
"Block","PB19012020-01","321.07","327.65"
"Hourly","PH19012020","311.44","335.00"
"Block","PB19012021-01","269.89","351.00"
"Hourly","PH19012021","264.00","290.00"
"Hourly","PH19012022","213.39","230.00"
"Block","PB19012022-01","219.99","236.00"
"Block","PB19012023-01","169.48","169.48"
"Hourly","PH19012023","162.01","179.00"
"Hourly","PH19012100","130.98","137.53"
"Block","PB19012100-01","130.98","132.34"
"Hourly","PH19012101","127.10","137.99"
"Block","PB19012101-01","130.99","138.00"
"Block","PB19012102-01","130.98","135.91"
"Hourly","PH19012102","121.00","136.00"
"Block","PB19012103-01","6.00","6.97"
"Hourly","PH19012103","1.00","10.00"
"Hourly","PH19012104","1.00","11.00"
"Block","PB19012104-01","8.95","10.00"
"Hourly","PH19012105","101.00","122.95"
"Block","PB19012105-01","119.95","123.00"
"Block","PB19012106-01","195.90","201.00"
"Block","PB19012106-18","",""
"Hourly","PH19012106","170.00","204.00"
"Hourly","PH19012107","100.10","269.00"
"Block","PB19012107-01","248.98","269.97"
"Hourly","PH19012108","310.01","323.76"
"Block","PB19012108-01","149.01","323.76"
"Hourly","PH19012109","310.00","319.90"
"Block","PB19012109-01","309.00","322.45"
"Block","PB19012110-01","281.00","323.69"
"Hourly","PH19012110","299.99","325.50"
"Block","PB19012111-01","291.00","323.76"
"Hourly","PH19012111","292.00","323.00"
