"Contract Type","Contract Name","Trade Value (TL)"
"Hourly","PH19110116","295,559.86"
"Block","PB19110117-01","161,744.65"
"Block","PB19110117-07","2,142.00"
"Hourly","PH19110117","302,893.26"
"Hourly","PH19110118","320,295.81"
"Block","PB19110118-01","91,502.12"
"Block","PB19110119-01","148,602.51"
"Hourly","PH19110119","242,558.56"
"Block","PB19110120-01","136,210.36"
"Block","PB19110120-04","2,362.00"
"Hourly","PH19110120","222,424.49"
"Block","PB19110121-01","123,313.24"
"Hourly","PH19110121","174,375.08"
"Block","PB19110122-01","118,583.69"
"Hourly","PH19110122","365,199.65"
"Block","PB19110123-01","143,263.11"
"Hourly","PH19110123","277,248.31"
"Block","PB19110200-01","71,011.73"
"Hourly","PH19110200","58,073.59"
"Block","PB19110200-08","2,140.16"
"Hourly","PH19110201","57,770.88"
"Block","PB19110201-01","68,902.19"
"Block","PB19110202-01","83,897.41"
"Hourly","PH19110202","113,081.28"
"Hourly","PH19110203","86,586.82"
"Block","PB19110203-01","61,838.72"
"Block","PB19110204-01","77,223.44"
"Hourly","PH19110204","113,137.74"
"Block","PB19110205-01","96,657.51"
"Hourly","PH19110205","160,912.62"
"Block","PB19110206-01","83,941.23"
"Hourly","PH19110206","120,390.81"
"Block","PB19110207-01","79,413.72"
"Hourly","PH19110207","151,927.06"
"Block","PB19110208-01","98,656.78"
"Hourly","PH19110208","147,108.86"
"Block","PB19110209-01","112,501.59"
"Hourly","PH19110209","94,641.08"
"Block","PB19110210-01","122,046.44"
"Hourly","PH19110210","130,214.73"
"Block","PB19110211-01","79,805.21"
"Hourly","PH19110211","228,516.72"
"Block","PB19110212-02","3,040.10"
"Block","PB19110212-01","69,632.48"
"Hourly","PH19110212","153,286.97"
"Hourly","PH19110213","135,600.31"
"Block","PB19110213-01","61,383.70"
"Block","PB19110214-02","3,100.00"
"Block","PB19110214-01","67,947.85"
"Hourly","PH19110214","129,125.51"
"Block","PB19110215-01","63,459.61"
"Hourly","PH19110215","122,019.96"
"Block","PB19110216-01","77,534.80"
"Hourly","PH19110216","115,406.94"
"Block","PB19110217-01","89,576.83"
"Hourly","PH19110217","126,322.47"
"Block","PB19110218-01","103,377.78"
"Hourly","PH19110218","138,702.48"
"Block","PB19110219-01","92,010.99"
"Hourly","PH19110219","145,963.84"
"Block","PB19110220-01","62,069.74"
"Hourly","PH19110220","175,569.07"
"Hourly","PH19110221","180,498.49"
"Block","PB19110221-01","55,866.14"
"Hourly","PH19110222","178,966.83"
"Block","PB19110222-01","50,177.89"
"Block","PB19110223-01","59,521.28"
"Hourly","PH19110223","108,110.72"
"Block","PB19110300-01","34,294.40"
"Hourly","PH19110300","29,696.89"
"Block","PB19110301-01","40,480.04"
"Hourly","PH19110301","36,211.18"
"Block","PB19110302-01","40,288.73"
"Hourly","PH19110302","30,673.26"
"Block","PB19110303-01","41,112.30"
"Hourly","PH19110303","22,174.08"
"Block","PB19110304-01","41,914.93"
"Hourly","PH19110304","14,459.55"
"Block","PB19110305-01","38,249.82"
"Hourly","PH19110305","13,666.05"
"Block","PB19110306-01","39,015.91"
"Hourly","PH19110306","13,994.31"
"Block","PB19110307-01","49,659.66"
"Hourly","PH19110307","22,430.54"
"Block","PB19110308-01","33,090.85"
"Hourly","PH19110308","11,198.12"
"Block","PB19110309-01","22,815.01"
"Hourly","PH19110309","16,530.41"
"Block","PB19110310-02","480.00"
"Block","PB19110310-01","24,404.59"
"Hourly","PH19110310","19,114.53"
"Block","PB19110311-01","26,519.18"
"Hourly","PH19110311","162,081.91"
"Block","PB19110312-02","258.00"
"Block","PB19110312-01","18,802.33"
"Hourly","PH19110312","86,125.75"
"Block","PB19110313-01","20,824.93"
"Hourly","PH19110313","112,442.74"
"Block","PB19110314-03","855.00"
"Block","PB19110314-01","32,212.67"
"Hourly","PH19110314","208,456.17"
"Block","PB19110315-01","59,124.77"
"Hourly","PH19110315","205,675.55"
"Block","PB19110316-01","68,180.01"
"Hourly","PH19110316","167,447.55"
"Block","PB19110317-01","96,966.25"
"Hourly","PH19110317","119,090.87"
"Block","PB19110318-01","96,488.30"
"Hourly","PH19110318","262,145.40"
"Block","PB19110319-02","1,280.00"
"Block","PB19110319-01","77,965.60"
"Hourly","PH19110319","204,341.61"
"Block","PB19110320-01","92,863.20"
"Hourly","PH19110320","160,044.89"
"Block","PB19110321-03","1,530.00"
"Hourly","PH19110321","180,325.87"
"Block","PB19110321-01","105,498.40"
"Block","PB19110322-01","56,862.25"
"Hourly","PH19110322","103,164.92"
"Block","PB19110323-01","75,050.07"
"Hourly","PH19110323","233,920.87"
"Hourly","PH19110400","33,647.99"
"Block","PB19110400-01","56,382.61"
"Hourly","PH19110401","34,611.26"
"Block","PB19110401-01","47,624.29"
"Hourly","PH19110402","37,486.14"
"Block","PB19110402-01","40,114.31"
"Block","PB19110402-03","12,600.00"
"Hourly","PH19110403","19,012.61"
"Block","PB19110403-01","24,672.96"
"Block","PB19110403-02","8,400.00"
"Hourly","PH19110404","22,393.39"
"Block","PB19110404-01","39,969.76"
"Block","PB19110405-02","210.00"
"Block","PB19110405-01","31,218.64"
"Hourly","PH19110405","22,910.86"
"Block","PB19110406-01","57,438.92"
"Hourly","PH19110406","95,541.23"
"Block","PB19110407-01","58,619.97"
"Hourly","PH19110407","139,949.44"
"Block","PB19110408-01","71,702.31"
"Hourly","PH19110408","76,741.89"
"Hourly","PH19110409","124,532.16"
"Block","PB19110409-01","55,368.17"
"Block","PB19110410-01","69,205.54"
"Hourly","PH19110410","148,400.46"
"Block","PB19110411-01","88,214.90"
"Hourly","PH19110411","201,638.15"
"Block","PB19110412-01","57,997.98"
"Hourly","PH19110412","174,234.55"
"Block","PB19110413-01","89,084.26"
"Block","PB19110413-10","30,500.00"
"Block","PB19110413-11","84,062.00"
"Hourly","PH19110413","306,565.37"
"Hourly","PH19110414","273,388.76"
"Block","PB19110414-01","83,041.22"
"Hourly","PH19110415","260,440.03"
"Block","PB19110415-01","81,700.49"
"Block","PB19110416-01","101,485.81"
"Hourly","PH19110416","219,466.34"
"Block","PB19110417-01","97,846.52"
"Hourly","PH19110417","222,293.77"
"Block","PB19110417-02","987.00"
"Block","PB19110418-06","163,220.78"
"Block","PB19110418-01","93,229.26"
"Hourly","PH19110418","260,956.48"
"Block","PB19110419-01","94,353.43"
"Block","PB19110419-05","0.00"
"Hourly","PH19110419","241,605.32"
"Block","PB19110420-01","76,150.38"
"Hourly","PH19110420","199,037.45"
"Block","PB19110421-01","67,434.06"
"Hourly","PH19110421","225,582.65"
"Block","PB19110422-01","63,225.04"
"Hourly","PH19110422","344,727.33"
"Block","PB19110423-01","69,571.50"
"Hourly","PH19110423","352,992.00"
"Block","PB19110500-01","33,485.43"
"Hourly","PH19110500","43,633.99"
"Hourly","PH19110501","56,084.80"
"Block","PB19110501-01","59,464.85"
"Hourly","PH19110502","37,364.42"
"Block","PB19110502-01","53,265.62"
"Hourly","PH19110503","42,317.03"
"Block","PB19110503-01","46,366.81"
"Block","PB19110503-21","4,905.60"
"Block","PB19110504-01","38,445.32"
"Hourly","PH19110504","44,812.90"
"Hourly","PH19110505","40,986.23"
"Block","PB19110505-01","62,813.66"
"Block","PB19110506-01","85,463.05"
"Hourly","PH19110506","117,414.24"
"Hourly","PH19110507","58,253.70"
"Block","PB19110507-01","90,420.76"
"Block","PB19110508-01","89,438.46"
"Hourly","PH19110508","93,422.60"
"Hourly","PH19110509","77,797.20"
"Block","PB19110509-01","103,283.12"
"Block","PB19110510-01","101,705.12"
"Hourly","PH19110510","171,061.23"
"Hourly","PH19110511","169,642.44"
"Block","PB19110511-01","110,245.06"
"Block","PB19110512-01","82,921.92"
"Hourly","PH19110512","189,255.75"
"Hourly","PH19110513","201,432.01"
"Block","PB19110513-01","137,452.53"
"Block","PB19110514-01","106,593.87"
"Hourly","PH19110514","166,565.53"
"Hourly","PH19110515","163,060.54"
"Block","PB19110515-01","65,142.49"
"Block","PB19110516-01","106,291.59"
"Hourly","PH19110516","273,217.12"
"Hourly","PH19110517","345,660.16"
"Block","PB19110517-01","92,519.77"
"Block","PB19110518-01","93,884.25"
"Hourly","PH19110518","414,608.18"
"Hourly","PH19110519","188,620.58"
"Block","PB19110519-01","93,394.93"
"Hourly","PH19110520","163,316.01"
"Block","PB19110520-01","101,531.57"
"Hourly","PH19110521","123,398.99"
"Block","PB19110521-01","97,034.23"
"Hourly","PH19110522","116,752.90"
"Block","PB19110522-01","93,595.91"
"Block","PB19110523-01","87,004.61"
"Hourly","PH19110523","103,426.57"
"Hourly","PH19110600","62,785.32"
"Block","PB19110600-03","11,385.00"
"Block","PB19110600-01","60,721.42"
"Hourly","PH19110601","54,283.20"
"Block","PB19110601-01","54,244.19"
"Block","PB19110602-01","57,305.64"
"Block","PB19110602-22","1,867.80"
"Hourly","PH19110602","114,373.83"
"Hourly","PH19110603","121,323.24"
"Block","PB19110603-01","47,981.87"
"Block","PB19110604-01","51,098.68"
"Hourly","PH19110604","106,035.79"
"Block","PB19110605-01","56,188.22"
"Hourly","PH19110605","95,622.79"
"Hourly","PH19110606","92,260.26"
"Block","PB19110606-01","64,069.66"
"Block","PB19110607-01","61,262.27"
"Hourly","PH19110607","196,276.12"
"Block","PB19110608-01","59,356.68"
"Hourly","PH19110608","86,014.95"
"Block","PB19110609-01","63,664.24"
"Hourly","PH19110609","97,575.32"
"Block","PB19110610-01","67,226.04"
"Hourly","PH19110610","124,611.32"
"Block","PB19110611-01","72,115.70"
"Hourly","PH19110611","162,021.48"
"Block","PB19110611-04","0.00"
"Block","PB19110612-01","64,986.97"
"Hourly","PH19110612","243,274.51"
"Block","PB19110613-01","56,613.74"
"Hourly","PH19110613","262,209.78"
"Block","PB19110613-02","0.00"
"Hourly","PH19110614","186,919.79"
"Block","PB19110614-01","62,441.80"
"Block","PB19110614-02","5,722.80"
"Hourly","PH19110615","89,766.16"
"Block","PB19110615-01","65,437.33"
"Block","PB19110616-01","74,105.22"
"Hourly","PH19110616","106,987.33"
"Hourly","PH19110617","99,212.05"
"Block","PB19110617-01","73,570.70"
"Block","PB19110617-03","11,989.80"
"Block","PB19110618-01","84,430.32"
"Hourly","PH19110618","317,649.99"
"Hourly","PH19110619","124,882.01"
"Block","PB19110619-01","100,817.78"
"Hourly","PH19110620","93,892.64"
"Block","PB19110620-01","91,802.83"
"Block","PB19110620-03","19,135.80"
"Block","PB19110621-01","92,598.05"
"Hourly","PH19110621","57,945.64"
"Block","PB19110622-01","90,714.37"
"Hourly","PH19110622","77,447.13"
"Block","PB19110623-01","92,459.73"
"Hourly","PH19110623","132,640.34"
"Hourly","PH19110700","69,178.79"
"Block","PB19110700-01","49,300.81"
"Hourly","PH19110701","83,954.64"
"Block","PB19110701-01","79,109.49"
"Hourly","PH19110702","108,421.11"
"Block","PB19110702-01","63,224.95"
"Hourly","PH19110703","77,082.59"
"Block","PB19110703-01","55,770.23"
"Hourly","PH19110704","65,763.06"
"Block","PB19110704-01","46,540.74"
"Block","PB19110705-01","71,210.46"
"Hourly","PH19110705","92,754.37"
"Block","PB19110706-01","70,863.35"
"Hourly","PH19110706","55,146.99"
"Hourly","PH19110707","80,804.08"
"Block","PB19110707-01","69,790.07"
"Hourly","PH19110708","28,011.71"
"Block","PB19110708-01","70,576.28"
"Block","PB19110709-01","76,654.79"
"Hourly","PH19110709","27,146.16"
"Block","PB19110710-01","61,449.81"
"Hourly","PH19110710","50,529.91"
"Hourly","PH19110711","90,476.55"
"Block","PB19110711-01","74,234.36"
"Hourly","PH19110712","88,633.96"
"Block","PB19110712-01","49,706.85"
"Block","PB19110713-01","74,012.15"
"Hourly","PH19110713","150,261.71"
"Block","PB19110714-01","75,568.74"
"Hourly","PH19110714","108,409.99"
"Hourly","PH19110715","138,870.84"
"Block","PB19110715-01","81,128.30"
"Hourly","PH19110716","159,567.76"
"Block","PB19110716-01","81,921.39"
"Block","PB19110717-01","72,099.32"
"Hourly","PH19110717","151,700.09"
"Block","PB19110718-06","2,687.66"
"Block","PB19110718-01","84,055.19"
"Hourly","PH19110718","277,551.43"
"Block","PB19110719-01","84,064.33"
"Hourly","PH19110719","127,710.66"
"Block","PB19110720-01","91,703.56"
"Hourly","PH19110720","99,190.94"
"Hourly","PH19110721","87,955.50"
"Block","PB19110721-01","98,215.25"
"Hourly","PH19110722","102,207.52"
"Block","PB19110722-01","91,055.85"
"Block","PB19110723-01","84,853.31"
"Hourly","PH19110723","224,305.34"
"Hourly","PH19110800","54,699.74"
"Block","PB19110800-01","62,893.90"
"Block","PB19110801-01","66,699.49"
"Block","PB19110801-07","0.00"
"Hourly","PH19110801","24,351.99"
"Block","PB19110802-01","73,956.62"
"Hourly","PH19110802","43,043.16"
"Hourly","PH19110803","69,772.34"
"Block","PB19110803-01","51,196.47"
"Block","PB19110804-01","52,004.72"
"Hourly","PH19110804","66,244.63"
"Hourly","PH19110805","104,998.19"
"Block","PB19110805-01","67,801.92"
"Block","PB19110806-01","82,299.30"
"Hourly","PH19110806","179,478.15"
"Block","PB19110807-01","77,949.35"
"Hourly","PH19110807","139,898.05"
"Block","PB19110808-01","79,417.81"
"Hourly","PH19110808","113,919.00"
"Hourly","PH19110809","136,798.67"
"Block","PB19110809-01","85,384.47"
"Block","PB19110810-01","75,996.52"
"Hourly","PH19110810","128,849.70"
"Block","PB19110811-01","81,135.53"
"Hourly","PH19110811","114,346.49"
"Hourly","PH19110812","246,101.04"
"Block","PB19110812-01","76,588.13"
"Hourly","PH19110813","289,692.11"
"Block","PB19110813-01","65,887.36"
"Block","PB19110814-01","90,578.17"
"Hourly","PH19110814","142,254.58"
"Hourly","PH19110815","93,776.03"
"Block","PB19110815-01","89,837.70"
"Hourly","PH19110816","88,405.12"
"Block","PB19110816-01","94,877.73"
"Hourly","PH19110817","87,793.86"
"Block","PB19110817-01","111,314.33"
"Hourly","PH19110818","99,258.53"
"Block","PB19110818-01","122,208.92"
"Hourly","PH19110819","101,855.22"
"Block","PB19110819-01","109,442.31"
"Hourly","PH19110820","85,591.87"
"Block","PB19110820-01","86,080.11"
"Block","PB19110821-01","84,653.74"
"Hourly","PH19110821","96,216.50"
"Hourly","PH19110822","86,687.44"
"Block","PB19110822-01","93,918.01"
"Block","PB19110823-01","103,490.53"
"Hourly","PH19110823","74,990.05"
"Block","PB19110900-01","86,630.53"
"Block","PB19110900-03","6,482.49"
"Hourly","PH19110900","110,241.54"
"Block","PB19110901-01","80,378.59"
"Hourly","PH19110901","90,915.37"
"Hourly","PH19110902","84,216.39"
"Block","PB19110902-01","74,082.24"
"Block","PB19110903-03","3,325.20"
"Block","PB19110903-01","86,350.07"
"Hourly","PH19110903","56,559.59"
"Hourly","PH19110904","47,041.26"
"Block","PB19110904-01","46,517.45"
"Block","PB19110904-03","48,735.00"
"Block","PB19110905-01","59,718.45"
"Hourly","PH19110905","34,351.07"
"Hourly","PH19110906","50,657.06"
"Block","PB19110906-01","53,940.01"
"Block","PB19110907-01","47,339.39"
"Hourly","PH19110907","59,158.34"
"Block","PB19110907-02","4,364.36"
"Block","PB19110908-01","50,021.13"
"Hourly","PH19110908","35,830.75"
"Block","PB19110909-01","47,830.62"
"Hourly","PH19110909","38,626.55"
"Hourly","PH19110910","58,236.10"
"Block","PB19110910-01","50,245.61"
"Block","PB19110911-01","59,447.76"
"Hourly","PH19110911","77,027.09"
"Block","PB19110912-02","7,930.00"
"Block","PB19110912-01","59,084.76"
"Hourly","PH19110912","89,936.90"
"Hourly","PH19110913","106,687.53"
"Block","PB19110913-01","70,070.20"
"Hourly","PH19110914","50,579.38"
"Block","PB19110914-01","76,671.79"
"Block","PB19110915-01","74,375.39"
"Hourly","PH19110915","48,798.08"
"Block","PB19110916-01","76,092.82"
"Hourly","PH19110916","49,205.88"
"Hourly","PH19110917","38,987.92"
"Block","PB19110917-01","67,589.46"
"Block","PB19110918-01","64,534.04"
"Hourly","PH19110918","94,340.72"
"Block","PB19110919-01","60,499.81"
"Hourly","PH19110919","41,593.96"
"Block","PB19110920-01","49,501.75"
"Hourly","PH19110920","64,186.37"
"Hourly","PH19110921","78,901.08"
"Block","PB19110921-01","51,479.03"
"Hourly","PH19110922","89,904.69"
"Block","PB19110922-01","43,730.15"
"Block","PB19110923-01","48,961.89"
"Hourly","PH19110923","80,193.72"
"Block","PB19111000-01","48,377.57"
"Hourly","PH19111000","58,662.86"
"Block","PB19111001-01","50,191.59"
"Hourly","PH19111001","27,127.79"
"Block","PB19111002-01","61,276.44"
"Hourly","PH19111002","50,554.83"
"Block","PB19111003-01","58,156.89"
"Hourly","PH19111003","50,649.69"
"Block","PB19111004-01","54,080.11"
"Hourly","PH19111004","44,363.37"
"Hourly","PH19111005","106,946.52"
"Block","PB19111005-01","51,329.73"
"Block","PB19111006-01","56,639.14"
"Hourly","PH19111006","119,473.42"
"Block","PB19111007-01","83,605.85"
"Hourly","PH19111007","56,368.00"
"Block","PB19111008-01","51,291.35"
"Hourly","PH19111008","17,145.58"
"Block","PB19111009-01","42,790.40"
"Hourly","PH19111009","15,394.34"
"Block","PB19111010-01","45,848.28"
"Hourly","PH19111010","35,250.45"
"Block","PB19111011-01","45,916.47"
"Hourly","PH19111011","76,966.71"
"Block","PB19111012-01","49,936.58"
"Hourly","PH19111012","59,048.45"
"Block","PB19111013-01","50,343.11"
"Hourly","PH19111013","57,073.26"
"Block","PB19111014-01","66,788.48"
"Hourly","PH19111014","68,603.34"
"Block","PB19111015-01","61,245.17"
"Hourly","PH19111015","81,967.22"
"Hourly","PH19111016","116,813.34"
"Block","PB19111016-01","103,860.49"
"Hourly","PH19111017","69,720.32"
"Block","PB19111017-01","121,115.28"
"Block","PB19111018-01","112,237.45"
"Hourly","PH19111018","51,289.17"
"Hourly","PH19111019","43,785.57"
"Block","PB19111019-01","121,808.89"
"Hourly","PH19111020","69,178.32"
"Block","PB19111020-01","75,578.96"
"Block","PB19111021-01","102,987.21"
"Hourly","PH19111021","74,032.93"
"Block","PB19111022-01","99,461.58"
"Hourly","PH19111022","113,266.64"
"Block","PB19111023-01","108,811.82"
"Hourly","PH19111023","110,127.14"
"Hourly","PH19111100","83,437.26"
"Block","PB19111100-01","98,492.47"
"Block","PB19111101-01","71,700.15"
"Hourly","PH19111101","63,729.56"
"Block","PB19111102-01","80,075.94"
"Hourly","PH19111102","36,664.38"
"Block","PB19111103-01","72,721.81"
"Hourly","PH19111103","78,962.81"
"Block","PB19111104-01","63,948.21"
"Hourly","PH19111104","95,376.06"
"Block","PB19111105-01","55,272.64"
"Hourly","PH19111105","43,119.67"
"Block","PB19111106-01","57,453.12"
"Block","PB19111106-18","14,472.00"
"Hourly","PH19111106","44,147.25"
"Block","PB19111107-01","60,647.58"
"Hourly","PH19111107","82,035.35"
"Block","PB19111108-01","58,341.88"
"Hourly","PH19111108","99,569.89"
"Block","PB19111109-01","66,060.60"
"Hourly","PH19111109","60,884.33"
"Block","PB19111110-01","81,551.07"
"Hourly","PH19111110","60,617.64"
"Block","PB19111111-01","93,542.56"
"Block","PB19111111-03","54,248.48"
"Hourly","PH19111111","107,107.35"
"Block","PB19111112-01","84,918.94"
"Hourly","PH19111112","88,888.41"
"Block","PB19111113-03","198.60"
"Block","PB19111113-01","70,953.74"
"Hourly","PH19111113","111,045.24"
"Block","PB19111114-03","54,450.00"
"Hourly","PH19111114","138,893.96"
"Block","PB19111114-01","71,700.95"
"Block","PB19111115-01","67,393.97"
"Hourly","PH19111115","139,044.10"
"Block","PB19111116-01","78,416.54"
"Hourly","PH19111116","185,626.09"
"Block","PB19111117-01","82,586.09"
"Hourly","PH19111117","289,497.22"
"Block","PB19111118-01","80,888.52"
"Hourly","PH19111118","168,955.26"
"Block","PB19111119-01","101,561.37"
"Hourly","PH19111119","98,997.06"
"Block","PB19111120-01","82,171.37"
"Hourly","PH19111120","109,672.28"
"Block","PB19111121-01","69,600.36"
"Hourly","PH19111121","80,702.04"
"Block","PB19111122-01","56,992.24"
"Hourly","PH19111122","85,611.57"
"Block","PB19111123-01","57,249.60"
"Hourly","PH19111123","86,229.29"
"Block","PB19111200-01","36,606.71"
"Hourly","PH19111200","39,098.40"
"Hourly","PH19111201","29,222.15"
"Block","PB19111201-01","36,617.37"
"Block","PB19111202-01","38,732.93"
"Hourly","PH19111202","39,517.98"
"Block","PB19111203-04","0.00"
"Hourly","PH19111203","34,983.30"
"Block","PB19111203-01","35,298.21"
"Hourly","PH19111204","37,137.09"
"Block","PB19111204-01","39,556.65"
"Hourly","PH19111205","48,534.57"
"Block","PB19111205-01","45,506.72"
"Hourly","PH19111206","36,808.27"
"Block","PB19111206-01","54,553.27"
"Block","PB19111207-01","58,589.05"
"Hourly","PH19111207","30,175.18"
"Hourly","PH19111208","36,497.82"
"Block","PB19111208-01","62,980.32"
"Block","PB19111209-01","68,188.92"
"Hourly","PH19111209","28,381.37"
"Block","PB19111210-01","64,210.41"
"Hourly","PH19111210","49,240.56"
"Block","PB19111211-01","66,462.61"
"Hourly","PH19111211","76,437.30"
"Hourly","PH19111212","98,819.18"
"Block","PB19111212-01","62,650.19"
"Block","PB19111213-01","70,350.04"
"Hourly","PH19111213","109,283.49"
"Hourly","PH19111214","100,368.60"
"Block","PB19111214-01","77,730.50"
"Hourly","PH19111215","151,781.96"
"Block","PB19111215-01","69,999.21"
"Block","PB19111216-01","70,095.53"
"Hourly","PH19111216","165,303.30"
"Hourly","PH19111217","171,827.83"
"Block","PB19111217-01","60,581.18"
"Hourly","PH19111218","280,116.77"
"Block","PB19111218-01","73,501.44"
"Block","PB19111219-01","75,106.28"
"Hourly","PH19111219","275,569.31"
"Hourly","PH19111220","177,793.97"
"Block","PB19111220-01","80,323.27"
"Hourly","PH19111221","145,217.51"
"Block","PB19111221-01","71,347.80"
"Hourly","PH19111222","143,974.42"
"Block","PB19111222-01","76,837.08"
"Block","PB19111223-01","71,501.06"
"Hourly","PH19111223","188,095.77"
"Block","PB19111300-01","56,450.51"
"Hourly","PH19111300","59,571.47"
"Hourly","PH19111301","48,593.02"
"Block","PB19111301-01","49,064.96"
"Block","PB19111302-01","46,593.62"
"Hourly","PH19111302","56,266.57"
"Block","PB19111303-01","44,820.09"
"Hourly","PH19111303","51,894.60"
"Block","PB19111304-01","47,783.93"
"Hourly","PH19111304","30,624.02"
"Block","PB19111305-01","52,060.35"
"Hourly","PH19111305","23,643.76"
"Hourly","PH19111306","26,079.85"
"Block","PB19111306-01","72,103.44"
"Hourly","PH19111307","64,600.94"
"Block","PB19111307-01","80,498.32"
"Block","PB19111308-01","97,563.54"
"Hourly","PH19111308","34,222.86"
"Block","PB19111309-01","97,565.28"
"Hourly","PH19111309","49,755.66"
"Block","PB19111310-01","94,731.84"
"Hourly","PH19111310","64,273.72"
"Block","PB19111311-01","98,157.62"
"Hourly","PH19111311","84,073.99"
"Block","PB19111312-06","386.40"
"Block","PB19111312-01","82,014.17"
"Hourly","PH19111312","111,473.83"
"Hourly","PH19111313","131,800.45"
"Block","PB19111313-01","86,966.00"
"Block","PB19111314-01","75,749.61"
"Hourly","PH19111314","175,250.70"
"Block","PB19111315-01","84,774.81"
"Hourly","PH19111315","144,921.53"
"Block","PB19111316-01","41,584.06"
"Hourly","PH19111316","170,244.55"
"Block","PB19111317-01","45,761.87"
"Hourly","PH19111317","245,868.26"
"Hourly","PH19111318","233,248.36"
"Block","PB19111318-01","45,244.72"
"Block","PB19111319-01","40,077.58"
"Hourly","PH19111319","180,055.21"
"Hourly","PH19111320","188,507.68"
"Block","PB19111320-01","97,387.07"
"Hourly","PH19111321","124,842.47"
"Block","PB19111321-01","94,916.95"
"Hourly","PH19111322","129,188.83"
"Block","PB19111322-01","99,969.26"
"Hourly","PH19111323","314,567.29"
"Block","PB19111323-01","94,733.44"
"Hourly","PH19111400","81,688.57"
"Block","PB19111400-01","59,397.33"
"Block","PB19111401-01","62,945.43"
"Hourly","PH19111401","75,785.81"
"Hourly","PH19111402","29,576.75"
"Block","PB19111402-01","74,096.48"
"Block","PB19111403-01","56,440.84"
"Hourly","PH19111403","25,140.93"
"Hourly","PH19111404","23,668.52"
"Block","PB19111404-01","60,433.68"
"Hourly","PH19111405","33,954.15"
"Block","PB19111405-01","69,586.42"
"Hourly","PH19111406","29,617.07"
"Block","PB19111406-01","98,572.67"
"Block","PB19111407-06","18,200.10"
"Block","PB19111407-01","123,554.24"
"Hourly","PH19111407","35,735.50"
"Hourly","PH19111408","62,503.02"
"Block","PB19111408-01","112,811.52"
"Block","PB19111409-01","91,759.56"
"Hourly","PH19111409","57,757.64"
"Block","PB19111410-01","78,432.96"
"Hourly","PH19111410","92,365.39"
"Hourly","PH19111411","104,505.92"
"Block","PB19111411-01","55,985.61"
"Block","PB19111412-01","67,451.01"
"Hourly","PH19111412","110,258.36"
"Block","PB19111413-01","64,284.35"
"Hourly","PH19111413","114,136.52"
"Block","PB19111414-01","64,046.82"
"Block","PB19111414-09","8,769.60"
"Hourly","PH19111414","101,296.42"
"Block","PB19111415-01","73,780.75"
"Hourly","PH19111415","112,844.46"
"Block","PB19111416-01","87,582.03"
"Hourly","PH19111416","164,627.93"
"Hourly","PH19111417","156,795.71"
"Block","PB19111417-01","87,253.64"
"Block","PB19111418-01","99,119.50"
"Hourly","PH19111418","151,986.53"
"Block","PB19111419-01","95,680.94"
"Hourly","PH19111419","155,121.95"
"Block","PB19111420-01","89,946.29"
"Hourly","PH19111420","131,498.44"
"Block","PB19111421-01","96,932.51"
"Hourly","PH19111421","124,322.07"
"Hourly","PH19111422","133,518.15"
"Block","PB19111422-01","94,260.27"
"Hourly","PH19111423","366,305.07"
"Block","PB19111423-01","87,927.47"
"Block","PB19111500-01","52,206.97"
"Hourly","PH19111500","21,057.23"
"Block","PB19111501-01","70,416.86"
"Hourly","PH19111501","33,828.07"
"Block","PB19111502-01","70,248.52"
"Hourly","PH19111502","32,906.86"
"Block","PB19111503-01","42,823.37"
"Hourly","PH19111503","31,195.79"
"Block","PB19111504-01","44,804.10"
"Hourly","PH19111504","30,615.38"
"Block","PB19111505-01","47,319.04"
"Hourly","PH19111505","56,201.65"
"Block","PB19111506-01","47,253.91"
"Hourly","PH19111506","67,646.62"
"Block","PB19111507-01","53,899.64"
"Hourly","PH19111507","48,296.48"
"Block","PB19111508-01","51,569.46"
"Hourly","PH19111508","36,500.39"
"Hourly","PH19111509","38,586.92"
"Block","PB19111509-01","44,105.80"
"Block","PB19111510-01","35,506.45"
"Hourly","PH19111510","54,879.87"
"Block","PB19111511-01","32,841.63"
"Hourly","PH19111511","93,206.67"
"Hourly","PH19111512","137,997.65"
"Block","PB19111512-11","8,886.08"
"Block","PB19111512-01","29,590.94"
"Block","PB19111513-01","38,668.12"
"Hourly","PH19111513","109,773.25"
"Block","PB19111514-01","44,212.14"
"Hourly","PH19111514","85,207.21"
"Block","PB19111515-02","0.00"
"Block","PB19111515-01","40,128.48"
"Hourly","PH19111515","126,133.52"
"Hourly","PH19111516","132,183.18"
"Block","PB19111516-01","40,911.86"
"Block","PB19111516-03","12,600.00"
"Block","PB19111517-01","39,088.71"
"Hourly","PH19111517","125,440.04"
"Hourly","PH19111518","77,838.78"
"Block","PB19111518-01","54,707.72"
"Block","PB19111519-01","47,381.61"
"Hourly","PH19111519","144,297.79"
"Block","PB19111520-01","44,111.99"
"Hourly","PH19111520","116,172.64"
"Hourly","PH19111521","196,666.28"
"Block","PB19111521-01","52,012.92"
"Block","PB19111522-01","56,080.07"
"Hourly","PH19111522","251,330.34"
"Block","PB19111523-01","50,354.26"
"Hourly","PH19111523","329,273.26"
"Block","PB19111600-24","59,961.60"
"Block","PB19111600-01","48,580.86"
"Block","PB19111600-19","20,616.33"
"Hourly","PH19111600","35,904.58"
"Block","PB19111601-01","48,965.28"
