"Contract Type","Contract Name","Min. Offer Price (TL/MWh)","Max. Offer Price (TL/MWh)"
"Block","PB19111117-01","345.89","407.98"
"Hourly","PH19111117","370.00","500.00"
"Block","PB19111118-01","370.69","429.00"
"Hourly","PH19111118","342.00","1,999.00"
"Block","PB19111119-01","307.60","357.13"
"Hourly","PH19111119","330.00","450.00"
"Block","PB19111120-01","307.67","359.96"
"Hourly","PH19111120","330.00","400.00"
"Block","PB19111121-01","302.17","353.97"
"Hourly","PH19111121","323.00","400.00"
"Block","PB19111122-01","295.33","348.82"
"Hourly","PH19111122","308.50","427.00"
"Block","PB19111123-01","291.14","373.70"
"Hourly","PH19111123","316.00","400.00"
"Block","PB19111200-01","258.52","279.97"
"Hourly","PH19111200","270.00","390.00"
"Hourly","PH19111201","246.40","390.00"
"Block","PB19111201-01","241.12","265.24"
"Block","PB19111202-01","282.27","299.95"
"Hourly","PH19111202","290.00","390.00"
"Block","PB19111203-04","283.90","283.90"
"Hourly","PH19111203","250.00","390.00"
"Block","PB19111203-01","231.06","263.06"
"Hourly","PH19111204","257.00","390.00"
"Block","PB19111204-01","247.32","272.91"
"Hourly","PH19111205","259.97","390.00"
"Block","PB19111205-01","271.89","297.88"
"Hourly","PH19111206","303.01","390.00"
"Block","PB19111206-01","286.07","319.87"
"Block","PB19111207-01","286.38","324.25"
"Hourly","PH19111207","308.41","390.00"
"Hourly","PH19111208","315.00","390.00"
"Block","PB19111208-01","293.83","349.92"
"Block","PB19111209-01","293.76","343.66"
"Hourly","PH19111209","315.01","390.00"
"Block","PB19111210-01","295.44","341.77"
"Hourly","PH19111210","317.60","390.00"
"Block","PB19111211-01","297.27","339.58"
"Hourly","PH19111211","324.00","390.00"
"Hourly","PH19111212","313.00","390.00"
"Block","PB19111212-01","286.83","320.65"
"Block","PB19111213-01","292.95","327.50"
"Hourly","PH19111213","315.40","390.00"
"Hourly","PH19111214","320.00","390.00"
"Block","PB19111214-01","289.10","344.03"
"Hourly","PH19111215","320.00","390.00"
"Block","PB19111215-01","293.45","329.35"
"Block","PB19111216-01","296.76","337.82"
"Hourly","PH19111216","329.00","390.00"
"Hourly","PH19111217","325.92","390.00"
"Block","PB19111217-01","305.52","336.00"
"Hourly","PH19111218","320.01","390.00"
"Block","PB19111218-01","304.58","345.00"
"Block","PB19111219-01","304.20","350.00"
"Hourly","PH19111219","330.00","390.00"
"Hourly","PH19111220","321.55","390.00"
"Block","PB19111220-01","295.63","356.76"
"Hourly","PH19111221","317.10","390.00"
"Block","PB19111221-01","292.43","344.63"
"Hourly","PH19111222","305.23","390.00"
"Block","PB19111222-01","285.52","328.62"
"Block","PB19111223-01","268.07","305.24"
"Hourly","PH19111223","285.00","390.00"
"Block","PB19111300-01","272.39","298.57"
"Hourly","PH19111300","275.00","340.00"
"Hourly","PH19111301","289.00","350.00"
"Block","PB19111301-01","289.93","319.89"
"Block","PB19111302-01","218.38","320.12"
"Hourly","PH19111302","299.99","360.00"
"Block","PB19111303-01","271.77","298.57"
"Hourly","PH19111303","270.00","320.00"
"Block","PB19111304-01","242.13","279.93"
"Hourly","PH19111304","250.80","330.00"
"Block","PB19111305-01","261.26","298.57"
"Hourly","PH19111305","279.73","320.00"
"Hourly","PH19111306","285.00","350.00"
"Block","PB19111306-01","279.56","314.13"
"Hourly","PH19111307","300.00","350.00"
"Block","PB19111307-01","281.69","320.60"
"Block","PB19111308-01","286.95","328.71"
"Hourly","PH19111308","312.00","360.00"
"Block","PB19111309-01","295.16","331.12"
"Hourly","PH19111309","317.00","360.00"
"Block","PB19111310-01","291.69","333.78"
"Hourly","PH19111310","316.00","360.00"
"Block","PB19111311-01","268.30","328.08"
"Hourly","PH19111311","250.01","360.00"
"Block","PB19111312-06","322.00","322.00"
"Block","PB19111312-01","280.39","311.27"
"Hourly","PH19111312","292.00","360.00"
"Hourly","PH19111313","275.00","324.50"
"Block","PB19111313-01","284.25","314.53"
"Block","PB19111314-01","277.42","320.17"
"Hourly","PH19111314","275.00","359.00"
"Block","PB19111315-01","291.97","324.09"
"Hourly","PH19111315","285.00","333.95"
"Block","PB19111316-01","302.43","333.77"
"Hourly","PH19111316","313.01","2,000.00"
"Block","PB19111317-01","336.00","354.65"
"Hourly","PH19111317","319.21","360.00"
"Hourly","PH19111318","321.05","450.00"
"Block","PB19111318-01","336.00","375.32"
"Block","PB19111319-01","329.11","368.98"
"Hourly","PH19111319","312.90","410.00"
"Hourly","PH19111320","314.12","400.00"
"Block","PB19111320-01","293.07","357.00"
"Hourly","PH19111321","301.00","400.00"
"Block","PB19111321-01","288.49","348.84"
"Hourly","PH19111322","300.34","400.00"
"Block","PB19111322-01","290.93","342.98"
"Hourly","PH19111323","286.25","400.00"
"Block","PB19111323-01","267.95","317.59"
"Hourly","PH19111400","263.00","371.00"
"Block","PB19111400-01","247.61","280.70"
"Block","PB19111401-01","269.14","297.88"
"Hourly","PH19111401","284.89","390.00"
"Hourly","PH19111402","240.00","390.00"
"Block","PB19111402-01","214.90","269.89"
"Block","PB19111403-01","152.79","200.00"
"Hourly","PH19111403","166.99","349.00"
"Hourly","PH19111404","169.99","349.00"
"Block","PB19111404-01","172.22","227.00"
"Hourly","PH19111405","211.00","349.00"
"Block","PB19111405-01","202.70","227.93"
"Hourly","PH19111406","211.00","349.00"
"Block","PB19111406-01","232.78","269.88"
"Block","PB19111407-06","319.30","319.30"
"Block","PB19111407-01","270.30","311.50"
"Hourly","PH19111407","270.00","390.00"
"Hourly","PH19111408","286.20","390.00"
"Block","PB19111408-01","164.50","319.41"
"Block","PB19111409-01","293.22","331.23"
"Hourly","PH19111409","13.00","390.00"
"Block","PB19111410-01","293.67","338.66"
"Hourly","PH19111410","308.15","390.00"
"Hourly","PH19111411","250.00","390.00"
"Block","PB19111411-01","324.36","324.37"
"Block","PB19111412-01","284.18","315.09"
"Hourly","PH19111412","100.00","390.00"
"Block","PB19111413-01","287.80","320.00"
"Hourly","PH19111413","295.00","390.00"
"Block","PB19111414-01","293.17","321.68"
"Block","PB19111414-09","324.80","324.80"
"Hourly","PH19111414","300.50","390.00"
"Block","PB19111415-01","294.62","323.96"
"Hourly","PH19111415","312.00","390.00"
"Block","PB19111416-01","297.14","332.97"
"Hourly","PH19111416","32.00","450.00"
"Hourly","PH19111417","327.00","390.00"
"Block","PB19111417-01","301.81","342.02"
"Block","PB19111418-01","300.00","348.27"
"Hourly","PH19111418","330.00","390.00"
"Block","PB19111419-01","298.17","350.00"
"Hourly","PH19111419","33.00","390.00"
"Block","PB19111420-01","292.91","352.86"
"Hourly","PH19111420","317.99","390.00"
"Block","PB19111421-01","287.73","344.21"
"Hourly","PH19111421","312.02","390.00"
"Hourly","PH19111422","308.00","390.00"
"Block","PB19111422-01","283.66","342.48"
"Hourly","PH19111423","190.00","390.00"
"Block","PB19111423-01","273.27","303.70"
"Block","PB19111500-01","160.78","200.01"
"Hourly","PH19111500","189.00","300.00"
"Block","PB19111501-01","237.67","262.09"
"Hourly","PH19111501","240.10","381.00"
"Block","PB19111502-01","243.05","271.78"
"Hourly","PH19111502","241.00","371.00"
"Block","PB19111503-01","179.63","200.01"
"Hourly","PH19111503","175.01","300.00"
"Block","PB19111504-01","177.72","200.01"
"Hourly","PH19111504","175.00","300.00"
"Block","PB19111505-01","218.92","250.87"
"Hourly","PH19111505","231.01","340.00"
"Block","PB19111506-01","250.94","293.43"
"Hourly","PH19111506","270.00","371.00"
"Block","PB19111507-01","283.12","311.42"
"Hourly","PH19111507","300.00","411.00"
"Block","PB19111508-01","289.29","334.97"
"Hourly","PH19111508","308.00","418.00"
"Hourly","PH19111509","314.29","424.00"
"Block","PB19111509-01","292.55","347.96"
"Block","PB19111510-01","293.07","359.24"
"Hourly","PH19111510","324.56","399.00"
"Block","PB19111511-01","298.06","349.62"
"Hourly","PH19111511","327.71","427.00"
"Hourly","PH19111512","300.00","414.00"
"Block","PB19111512-11","323.13","323.13"
"Block","PB19111512-01","288.25","336.66"
"Block","PB19111513-01","289.61","333.91"
"Hourly","PH19111513","313.34","414.00"
"Block","PB19111514-01","292.83","369.22"
"Hourly","PH19111514","318.00","424.00"
"Block","PB19111515-02","0.00","0.00"
"Block","PB19111515-01","296.44","355.37"
"Hourly","PH19111515","321.00","399.00"
"Hourly","PH19111516","321.99","425.00"
"Block","PB19111516-01","295.02","386.62"
"Block","PB19111516-03","350.00","350.00"
"Block","PB19111517-01","303.70","388.61"
"Hourly","PH19111517","331.91","431.00"
"Hourly","PH19111518","259.00","432.00"
"Block","PB19111518-01","299.66","375.95"
"Block","PB19111519-01","296.51","361.15"
"Hourly","PH19111519","321.01","429.00"
"Block","PB19111520-01","292.36","355.88"
"Hourly","PH19111520","324.54","424.00"
"Hourly","PH19111521","318.07","419.00"
"Block","PB19111521-01","288.33","337.93"
"Block","PB19111522-01","261.77","316.00"
"Hourly","PH19111522","257.00","416.00"
"Block","PB19111523-01","279.56","303.05"
"Hourly","PH19111523","288.94","397.00"
"Block","PB19111600-24","312.30","312.30"
"Block","PB19111600-01","289.64","310.12"
"Block","PB19111600-19","310.02","310.02"
"Hourly","PH19111600","290.00","410.00"
"Block","PB19111601-01","252.78","311.21"
"Hourly","PH19111601","289.01","411.00"
"Block","PB19111602-01","264.64","293.01"
"Hourly","PH19111602","284.21","392.00"
"Block","PB19111603-01","253.37","305.00"
"Hourly","PH19111603","250.00","404.00"
"Hourly","PH19111604","245.00","371.00"
"Block","PB19111604-01","217.94","271.77"
"Block","PB19111605-01","251.61","301.80"
"Block","PB19111605-02","280.00","280.00"
"Hourly","PH19111605","240.00","393.00"
"Block","PB19111606-01","252.67","300.01"
"Hourly","PH19111606","270.00","400.00"
"Block","PB19111607-01","240.62","308.90"
"Hourly","PH19111607","208.01","408.00"
"Block","PB19111608-01","282.67","313.59"
"Hourly","PH19111608","270.00","413.00"
"Block","PB19111609-01","288.27","317.50"
"Hourly","PH19111609","290.00","417.00"
"Hourly","PH19111610","290.00","418.00"
"Block","PB19111610-01","243.06","318.11"
"Block","PB19111611-01","288.99","340.08"
"Hourly","PH19111611","300.00","420.00"
"Block","PB19111612-01","282.76","322.38"
"Hourly","PH19111612","297.66","413.00"
"Hourly","PH19111613","299.44","415.00"
"Block","PB19111613-01","288.04","342.54"
"Block","PB19111614-01","285.70","326.47"
"Hourly","PH19111614","310.00","416.00"
"Block","PB19111615-01","285.57","329.97"
"Hourly","PH19111615","310.00","417.00"
"Block","PB19111616-01","284.58","328.43"
"Hourly","PH19111616","310.64","415.00"
"Block","PB19111617-01","292.01","335.88"
"Hourly","PH19111617","322.50","399.00"
"Block","PB19111618-01","295.18","338.78"
"Hourly","PH19111618","317.77","427.00"
"Hourly","PH19111619","329.90","430.00"
"Block","PB19111619-01","299.70","343.25"
"Block","PB19111620-01","295.67","338.53"
"Hourly","PH19111620","325.90","426.00"
"Block","PB19111621-01","292.31","333.45"
"Hourly","PH19111621","311.19","421.00"
"Block","PB19111622-01","289.58","328.22"
"Hourly","PH19111622","316.01","416.00"
"Block","PB19111623-01","282.14","310.90"
"Hourly","PH19111623","295.00","410.00"
"Block","PB19111700-01","262.11","304.89"
"Block","PB19111700-24","245.68","245.68"
"Hourly","PH19111700","290.00","380.00"
"Block","PB19111700-08","259.67","259.67"
"Block","PB19111701-01","279.30","322.92"
"Hourly","PH19111701","300.98","350.00"
"Hourly","PH19111702","274.90","350.00"
"Block","PB19111702-01","261.58","289.27"
"Hourly","PH19111703","194.00","280.00"
"Block","PB19111703-01","181.94","212.32"
"Hourly","PH19111704","190.00","400.00"
"Block","PB19111704-01","182.70","205.01"
"Hourly","PH19111705","195.00","300.00"
"Block","PB19111705-01","232.52","255.41"
"Block","PB19111706-01","276.54","297.94"
"Hourly","PH19111706","249.00","330.00"
"Block","PB19111707-01","230.30","251.20"
"Hourly","PH19111707","235.48","290.00"
"Block","PB19111708-14","227.57","227.57"
"Hourly","PH19111708","164.90","277.00"
"Block","PB19111708-01","153.68","217.30"
"Block","PB19111709-01","50.00","84.50"
"Hourly","PH19111709","48.50","100.00"
"Block","PB19111710-01","156.57","210.00"
"Hourly","PH19111710","164.90","289.00"
"Block","PB19111711-01","180.27","227.66"
"Hourly","PH19111711","190.00","280.00"
"Block","PB19111712-01","68.98","97.59"
"Hourly","PH19111712","66.92","119.00"
"Block","PB19111713-01","153.22","192.60"
"Hourly","PH19111713","170.00","288.00"
"Block","PB19111714-01","180.71","220.16"
"Hourly","PH19111714","200.00","400.00"
"Hourly","PH19111715","200.00","270.00"
"Block","PB19111715-01","183.83","229.77"
"Hourly","PH19111716","310.00","399.00"
"Block","PB19111716-01","283.20","324.29"
"Block","PB19111716-08","323.80","323.80"
"Hourly","PH19111717","300.00","399.00"
"Block","PB19111717-01","243.40","335.80"
"Block","PB19111718-01","266.10","339.94"
"Hourly","PH19111718","325.50","399.00"
"Hourly","PH19111719","31.00","399.00"
"Block","PB19111719-01","307.88","332.57"
"Block","PB19111720-01","301.11","329.05"
"Hourly","PH19111720","309.40","399.00"
"Hourly","PH19111721","314.00","399.00"
"Block","PB19111721-01","294.83","325.00"
"Hourly","PH19111722","0.00","399.00"
"Block","PB19111722-01","290.39","320.69"
"Block","PB19111723-01","282.58","312.32"
"Hourly","PH19111723","277.40","399.00"
"Block","PB19111800-01","219.83","294.58"
"Hourly","PH19111800","246.40","340.00"
"Block","PB19111801-01","294.20","311.24"
"Hourly","PH19111801","300.34","385.00"
"Block","PB19111802-01","292.83","310.73"
"Hourly","PH19111802","295.19","385.00"
"Block","PB19111803-01","275.33","289.13"
"Hourly","PH19111803","176.40","360.00"
"Hourly","PH19111804","181.39","350.00"
"Block","PB19111804-01","119.05","211.41"
"Hourly","PH19111805","223.09","350.00"
"Block","PB19111805-01","211.72","230.27"
"Block","PB19111806-01","267.20","310.90"
"Hourly","PH19111806","284.00","385.00"
"Block","PB19111807-01","283.27","340.85"
"Hourly","PH19111807","303.01","385.00"
"Block","PB19111808-01","290.07","329.98"
"Hourly","PH19111808","320.00","385.00"
"Block","PB19111809-01","296.31","334.94"
"Hourly","PH19111809","324.04","385.00"
"Block","PB19111810-01","290.89","339.55"
"Hourly","PH19111810","322.00","399.00"
"Block","PB19111811-01","293.43","336.07"
"Hourly","PH19111811","282.30","360.00"
"Hourly","PH19111812","300.00","360.00"
"Block","PB19111812-01","283.64","324.90"
"Block","PB19111813-01","290.64","319.55"
"Hourly","PH19111813","315.85","350.00"
"Block","PB19111814-01","297.30","334.82"
"Hourly","PH19111814","316.00","360.00"
"Block","PB19111815-01","298.44","338.69"
"Hourly","PH19111815","1.00","399.00"
"Block","PB19111816-01","293.18","345.18"
"Hourly","PH19111816","315.69","399.00"
"Block","PB19111817-01","301.87","375.55"
"Hourly","PH19111817","324.95","400.00"
"Hourly","PH19111818","324.22","399.00"
"Block","PB19111818-01","303.60","362.20"
"Hourly","PH19111819","314.47","415.00"
"Block","PB19111819-01","303.54","367.40"
"Block","PB19111820-01","297.27","349.66"
"Hourly","PH19111820","319.31","399.00"
"Block","PB19111821-01","291.48","355.95"
"Hourly","PH19111821","313.77","399.00"
"Block","PB19111822-01","288.32","347.67"
"Hourly","PH19111822","308.14","396.90"
"Hourly","PH19111823","302.05","399.00"
"Block","PB19111823-01","283.43","333.34"
"Hourly","PH19111900","280.46","339.00"
"Block","PB19111900-01","262.92","297.80"
"Hourly","PH19111901","312.00","399.00"
"Block","PB19111901-01","292.12","340.37"
"Hourly","PH19111902","302.38","399.00"
"Block","PB19111902-01","282.63","328.17"
"Hourly","PH19111903","288.90","399.00"
"Block","PB19111903-01","271.45","308.34"
"Block","PB19111904-01","207.19","244.54"
"Hourly","PH19111904","223.00","399.00"
"Hourly","PH19111905","280.08","399.00"
"Block","PB19111905-01","270.52","299.15"
"Block","PB19111906-01","272.80","312.88"
"Hourly","PH19111906","292.90","399.00"
"Hourly","PH19111907","307.00","399.00"
"Block","PB19111907-01","287.30","326.33"
"Block","PB19111908-01","290.97","344.45"
"Hourly","PH19111908","322.79","399.00"
"Block","PB19111909-01","295.31","327.99"
"Hourly","PH19111909","313.51","399.00"
"Hourly","PH19111910","307.00","399.00"
"Block","PB19111910-01","293.92","324.36"
"Block","PB19111911-01","286.76","366.53"
"Hourly","PH19111911","308.84","400.00"
"Hourly","PH19111912","283.24","2,000.00"
"Block","PB19111912-01","272.51","326.62"
"Block","PB19111913-01","280.80","336.23"
"Hourly","PH19111913","10.00","1,998.00"
"Block","PB19111914-01","287.43","338.25"
"Hourly","PH19111914","307.49","2,000.00"
"Block","PB19111915-01","288.39","336.58"
"Hourly","PH19111915","310.77","399.00"
"Hourly","PH19111916","322.67","399.00"
"Block","PB19111916-01","291.66","346.26"
"Block","PB19111917-01","298.88","349.39"
"Hourly","PH19111917","320.88","399.00"
"Block","PB19111918-01","302.66","354.18"
"Block","PB19111918-06","318.00","318.00"
"Hourly","PH19111918","334.41","399.00"
"Hourly","PH19111919","324.03","399.00"
"Block","PB19111919-01","292.45","340.74"
"Hourly","PH19111920","319.01","399.00"
"Block","PB19111920-01","288.61","337.86"
"Hourly","PH19111921","319.01","399.00"
"Block","PB19111921-01","287.60","337.77"
"Hourly","PH19111922","314.03","399.00"
"Block","PB19111922-01","283.62","335.90"
"Block","PB19111923-01","281.12","312.62"
"Hourly","PH19111923","294.11","399.00"
"Hourly","PH19112000","269.00","330.00"
"Block","PB19112000-01","252.69","279.99"
"Block","PB19112001-01","245.60","271.77"
"Hourly","PH19112001","257.01","371.00"
"Hourly","PH19112002","265.00","350.00"
"Block","PB19112002-01","252.15","293.16"
"Hourly","PH19112003","230.00","330.19"
"Block","PB19112003-01","208.46","272.16"
"Block","PB19112004-01","198.27","240.00"
"Hourly","PH19112004","213.00","253.00"
"Block","PB19112005-01","187.38","228.89"
"Hourly","PH19112005","200.00","290.00"
"Block","PB19112006-01","271.36","348.74"
"Hourly","PH19112006","277.00","350.00"
"Block","PB19112007-01","283.56","339.28"
"Hourly","PH19112007","299.00","399.00"
"Block","PB19112008-01","288.35","357.41"
"Hourly","PH19112008","325.00","399.00"
"Hourly","PH19112009","325.00","399.00"
"Block","PB19112009-01","289.02","394.52"
"Block","PB19112010-01","287.31","350.79"
"Hourly","PH19112010","315.84","399.00"
"Block","PB19112011-01","291.52","351.30"
"Hourly","PH19112011","309.05","399.00"
"Block","PB19112011-06","308.43","308.43"
"Hourly","PH19112012","251.23","399.00"
"Block","PB19112012-01","240.69","282.13"
"Block","PB19112012-04","301.90","308.00"
"Hourly","PH19112013","299.62","399.00"
"Block","PB19112013-01","278.83","328.12"
"Block","PB19112014-01","288.76","344.92"
"Hourly","PH19112014","317.00","399.00"
"Block","PB19112015-01","298.17","346.44"
"Hourly","PH19112015","322.10","399.00"
"Block","PB19112016-01","296.29","342.42"
"Hourly","PH19112016","324.36","399.00"
"Hourly","PH19112017","336.00","395.00"
"Block","PB19112017-01","303.01","351.00"
"Block","PB19112018-01","302.70","352.90"
"Hourly","PH19112018","335.00","399.00"
"Hourly","PH19112019","328.00","399.00"
"Block","PB19112019-01","296.23","344.62"
"Block","PB19112020-01","293.22","356.00"
"Hourly","PH19112020","324.94","399.00"
"Hourly","PH19112021","308.14","399.00"
"Block","PB19112021-01","292.81","346.88"
"Hourly","PH19112022","301.80","399.00"
"Block","PB19112022-01","283.10","349.00"
"Block","PB19112023-01","275.52","313.77"
"Hourly","PH19112023","0.00","399.00"
"Hourly","PH19112100","256.10","360.00"
"Block","PB19112100-01","261.13","294.55"
"Block","PB19112101-01","289.66","328.61"
"Hourly","PH19112101","311.00","399.00"
"Block","PB19112102-01","290.45","328.55"
"Hourly","PH19112102","300.00","385.00"
"Hourly","PH19112103","249.99","345.00"
"Block","PB19112103-01","225.05","262.01"
"Hourly","PH19112104","249.99","345.00"
"Block","PB19112104-01","226.12","257.50"
"Block","PB19112105-01","261.92","291.02"
"Hourly","PH19112105","278.90","375.00"
"Block","PB19112106-01","284.46","312.01"
"Hourly","PH19112106","280.00","385.00"
"Block","PB19112107-01","286.33","322.08"
"Hourly","PH19112107","300.04","385.00"
"Block","PB19112108-01","294.25","330.02"
"Hourly","PH19112108","315.13","385.00"
"Block","PB19112109-01","293.32","332.26"
"Hourly","PH19112109","320.00","385.00"
"Block","PB19112110-01","290.85","347.81"
"Hourly","PH19112110","322.49","450.00"
"Block","PB19112111-01","300.76","341.74"
"Hourly","PH19112111","321.50","400.00"
"Hourly","PH19112112","275.50","329.99"
"Block","PB19112112-01","298.27","313.51"
"Block","PB19112113-01","290.23","320.00"
"Hourly","PH19112113","306.00","399.00"
"Block","PB19112114-01","293.08","331.33"
"Hourly","PH19112114","317.30","399.00"
"Hourly","PH19112115","308.70","399.00"
"Block","PB19112115-01","295.45","327.96"
"Block","PB19112116-01","295.64","337.69"
"Hourly","PH19112116","300.00","399.00"
"Hourly","PH19112117","325.92","399.00"
"Block","PB19112117-01","305.95","351.56"
"Block","PB19112118-01","302.98","347.26"
"Hourly","PH19112118","328.50","399.00"
"Hourly","PH19112119","300.00","399.00"
"Block","PB19112119-01","297.80","340.75"
"Hourly","PH19112120","316.38","399.00"
"Block","PB19112120-01","296.27","335.95"
"Hourly","PH19112121","301.00","399.00"
"Block","PB19112121-01","322.03","335.21"
"Block","PB19112122-01","280.00","319.02"
"Hourly","PH19112122","281.00","399.00"
"Block","PB19112123-01","255.46","315.21"
"Hourly","PH19112123","260.00","399.00"
"Hourly","PH19112200","280.03","400.00"
"Block","PB19112200-01","282.69","321.93"
"Hourly","PH19112201","260.00","400.00"
"Block","PB19112201-01","263.89","321.55"
"Hourly","PH19112202","267.31","399.00"
"Block","PB19112202-01","245.13","340.99"
"Hourly","PH19112203","250.00","399.00"
"Block","PB19112203-01","263.83","298.86"
"Hourly","PH19112204","200.00","399.00"
"Block","PB19112204-01","249.64","284.59"
"Block","PB19112205-01","271.05","309.01"
"Hourly","PH19112205","273.99","400.00"
"Hourly","PH19112206","292.13","400.00"
"Block","PB19112206-01","227.38","319.87"
"Block","PB19112207-01","220.05","311.27"
"Hourly","PH19112207","299.00","411.00"
"Block","PB19112208-01","254.59","324.71"
"Hourly","PH19112208","308.00","424.00"
"Hourly","PH19112209","300.00","430.00"
"Block","PB19112209-01","250.01","330.28"
"Block","PB19112210-01","279.00","328.19"
"Hourly","PH19112210","280.01","399.00"
"Hourly","PH19112211","250.00","430.00"
"Block","PB19112211-01","246.71","330.06"
"Block","PB19112212-01","250.62","314.38"
"Hourly","PH19112212","266.80","420.00"
"Block","PB19112213-01","278.17","314.63"
"Hourly","PH19112213","30.00","414.00"
"Hourly","PH19112214","250.00","420.00"
"Block","PB19112214-01","261.46","327.00"
"Block","PB19112215-01","258.52","327.99"
"Hourly","PH19112215","250.20","420.00"
"Hourly","PH19112216","280.00","405.90"
"Block","PB19112216-01","274.49","324.64"
"Block","PB19112217-01","283.16","330.43"
"Hourly","PH19112217","290.00","399.00"
"Block","PB19112218-01","300.13","328.76"
"Hourly","PH19112218","285.00","420.00"
"Hourly","PH19112219","300.00","399.00"
"Block","PB19112219-01","291.77","331.56"
"Hourly","PH19112220","300.00","420.00"
"Block","PB19112220-01","289.83","328.86"
"Hourly","PH19112221","300.00","420.00"
"Block","PB19112221-01","295.45","329.12"
"Block","PB19112222-01","287.00","319.28"
"Hourly","PH19112222","300.00","400.00"
"Hourly","PH19112223","287.00","400.00"
"Block","PB19112223-01","280.63","318.14"
"Hourly","PH19112300","303.23","362.00"
"Block","PB19112300-01","284.88","321.96"
"Hourly","PH19112301","301.92","411.00"
"Block","PB19112301-01","285.58","323.69"
"Block","PB19112302-01","263.74","285.77"
"Hourly","PH19112302","271.78","371.00"
"Block","PB19112303-01","198.08","228.93"
"Hourly","PH19112303","20.00","314.00"
"Block","PB19112304-01","181.16","209.64"
"Hourly","PH19112304","200.01","300.00"
"Hourly","PH19112305","250.00","350.00"
"Block","PB19112305-01","225.74","273.28"
"Block","PB19112306-01","268.08","300.77"
"Hourly","PH19112306","240.00","342.00"
"Hourly","PH19112307","281.70","381.00"
"Block","PB19112307-01","254.54","313.78"
"Block","PB19112308-01","290.02","327.77"
"Hourly","PH19112308","317.75","417.00"
"Hourly","PH19112309","319.40","419.00"
"Block","PB19112309-01","290.69","345.76"
"Block","PB19112310-01","291.14","330.63"
"Hourly","PH19112310","310.00","370.00"
"Hourly","PH19112311","313.15","372.00"
"Block","PB19112311-01","295.85","349.83"
"Block","PB19112312-01","286.52","333.89"
"Hourly","PH19112312","316.30","399.00"
"Hourly","PH19112313","278.40","399.00"
"Block","PB19112313-01","286.76","317.73"
"Block","PB19112314-01","288.07","329.27"
"Hourly","PH19112314","308.47","399.00"
"Hourly","PH19112315","317.00","399.00"
"Block","PB19112315-01","287.45","323.73"
"Block","PB19112316-01","289.69","327.48"
"Hourly","PH19112316","316.00","399.00"
"Hourly","PH19112317","325.00","399.00"
"Block","PB19112317-01","292.77","331.56"
"Block","PB19112318-01","297.88","343.35"
"Hourly","PH19112318","331.00","399.00"
"Hourly","PH19112319","324.47","399.00"
"Block","PB19112319-01","299.60","340.84"
"Block","PB19112320-01","288.74","347.94"
"Hourly","PH19112320","320.51","399.00"
"Hourly","PH19112321","321.04","399.00"
"Block","PB19112321-01","291.00","349.09"
"Block","PB19112322-01","283.31","344.20"
"Hourly","PH19112322","313.00","399.00"
"Block","PB19112323-01","269.67","327.66"
"Hourly","PH19112323","299.00","399.00"
"Hourly","PH19112400","306.33","399.00"
"Block","PB19112400-01","286.62","323.58"
"Block","PB19112401-01","283.24","321.22"
"Hourly","PH19112401","303.00","399.00"
"Hourly","PH19112402","280.00","399.00"
"Block","PB19112402-01","262.18","287.05"
"Hourly","PH19112403","290.00","399.00"
"Block","PB19112403-01","288.05","304.99"
"Block","PB19112404-01","255.82","290.00"
"Hourly","PH19112404","270.00","500.00"
"Block","PB19112405-01","230.58","273.05"
"Hourly","PH19112405","250.00","500.00"
"Block","PB19112406-01","283.02","339.51"
"Hourly","PH19112406","300.00","500.00"
"Hourly","PH19112407","200.01","299.00"
"Block","PB19112407-01","181.36","241.32"
"Block","PB19112408-01","257.70","300.00"
"Hourly","PH19112408","275.00","399.00"
"Block","PB19112409-01","244.00","270.00"
"Hourly","PH19112409","257.00","399.00"
"Block","PB19112410-01","281.39","313.67"
"Hourly","PH19112410","300.00","399.00"
"Block","PB19112411-01","290.45","312.52"
"Hourly","PH19112411","305.00","399.00"
"Hourly","PH19112412","287.00","399.00"
"Block","PB19112412-01","268.86","303.69"
"Block","PB19112413-01","280.18","311.27"
"Hourly","PH19112413","293.10","399.00"
"Block","PB19112414-01","285.48","312.28"
"Hourly","PH19112414","195.90","399.00"
"Block","PB19112415-01","291.33","311.92"
"Hourly","PH19112415","295.00","399.00"
"Block","PB19112416-01","287.62","316.01"
"Hourly","PH19112416","306.53","399.00"
"Hourly","PH19112417","316.00","399.00"
"Block","PB19112417-01","292.77","323.69"
"Hourly","PH19112418","322.28","399.00"
"Block","PB19112418-01","305.81","332.25"
"Hourly","PH19112419","328.00","399.00"
"Block","PB19112419-01","305.05","334.56"
"Hourly","PH19112420","311.00","999.00"
"Block","PB19112420-01","295.92","358.83"
"Hourly","PH19112421","305.90","399.00"
"Block","PB19112421-01","289.85","334.37"
"Hourly","PH19112422","305.02","1,000.00"
"Block","PB19112422-01","284.23","317.85"
"Block","PB19112423-01","180.67","206.64"
"Hourly","PH19112423","200.00","500.00"
"Hourly","PH19112500","301.01","399.00"
"Block","PB19112500-01","283.14","366.76"
"Block","PB19112501-01","285.32","363.09"
"Hourly","PH19112501","300.00","399.00"
"Block","PB19112502-01","189.98","265.90"
"Hourly","PH19112502","160.10","399.00"
"Block","PB19112503-01","181.20","204.95"
"Hourly","PH19112503","155.00","399.00"
