"Contract Type","Contract Name","Bid Quantity (MWh)","Offer Quantity (MWh)"
"Block","PB19011211-01","65.50","65.50"
"Block","PB19011211-02","4.00","4.00"
"Hourly","PH19011211","6,943.90","785.50"
"Hourly","PH19011212","1,473.50","1,060.30"
"Block","PB19011212-01","101.20","101.20"
"Hourly","PH19011213","1,448.10","1,063.00"
"Block","PB19011213-01","80.90","80.90"
"Block","PB19011214-01","84.40","80.40"
"Hourly","PH19011214","1,431.40","1,296.30"
"Hourly","PH19011215","2,066.80","1,661.00"
"Block","PB19011215-01","94.30","90.30"
"Block","PB19011216-01","72.20","72.20"
"Hourly","PH19011216","1,211.10","1,631.80"
"Block","PB19011217-01","71.70","71.70"
"Hourly","PH19011217","8,859.60","1,256.40"
"Block","PB19011218-01","60.40","60.40"
"Hourly","PH19011218","15,397.90","904.40"
"Hourly","PH19011219","977.60","789.40"
"Block","PB19011219-01","103.20","103.20"
"Block","PB19011220-01","94.10","94.10"
"Block","PB19011220-04","0.50","0.50"
"Hourly","PH19011220","720.20","1,113.80"
"Block","PB19011221-01","51.30","51.30"
"Hourly","PH19011221","1,028.10","690.60"
"Block","PB19011222-01","51.30","51.30"
"Hourly","PH19011222","1,684.40","19,771.50"
"Hourly","PH19011223","1,273.70","27,566.70"
"Block","PB19011223-01","80.00","80.00"
"Block","PB19011300-01","49.40","49.40"
"Hourly","PH19011300","1,716.70","230.40"
"Block","PB19011301-01","39.50","39.50"
"Hourly","PH19011301","1,260.90","656.10"
"Block","PB19011302-01","47.50","47.50"
"Hourly","PH19011302","1,001.70","801.60"
"Block","PB19011303-01","52.70","52.70"
"Hourly","PH19011303","1,324.10","932.90"
"Block","PB19011304-04","12.00","12.00"
"Block","PB19011304-03","0.50","0.50"
"Hourly","PH19011304","2,650.70","465.10"
"Block","PB19011304-01","62.40","62.40"
"Hourly","PH19011305","2,733.30","434.00"
"Block","PB19011305-01","44.80","44.80"
"Block","PB19011306-01","35.20","32.60"
"Hourly","PH19011306","3,721.80","125.00"
"Block","PB19011307-01","27.40","27.40"
"Hourly","PH19011307","857.90","1,084.10"
"Block","PB19011308-01","68.90","68.90"
"Hourly","PH19011308","642.80","856.50"
"Block","PB19011309-01","61.50","61.50"
"Hourly","PH19011309","1,305.20","938.90"
"Block","PB19011310-01","72.60","72.60"
"Hourly","PH19011310","7,841.50","819.10"
"Block","PB19011311-01","84.90","84.90"
"Hourly","PH19011311","16,506.60","351.40"
"Block","PB19011312-01","58.30","58.30"
"Hourly","PH19011312","1,983.50","546.80"
"Block","PB19011313-01","43.20","43.20"
"Hourly","PH19011313","7,214.00","443.80"
"Block","PB19011314-01","30.20","30.20"
"Hourly","PH19011314","7,232.90","406.20"
"Block","PB19011315-01","34.30","34.30"
"Block","PB19011315-09","3.00","3.00"
"Hourly","PH19011315","7,609.20","483.80"
"Hourly","PH19011316","4,875.60","280.30"
"Block","PB19011316-01","28.80","28.80"
"Block","PB19011317-01","26.30","23.50"
"Hourly","PH19011317","8,069.10","325.60"
"Block","PB19011318-01","45.40","40.90"
"Hourly","PH19011318","8,429.50","342.60"
"Block","PB19011319-01","88.10","83.10"
"Hourly","PH19011319","9,503.30","265.90"
"Block","PB19011320-02","18.20","18.20"
"Hourly","PH19011320","10,235.40","285.30"
"Block","PB19011320-01","45.50","26.10"
"Block","PB19011321-01","30.00","22.60"
"Hourly","PH19011321","10,441.80","353.80"
"Hourly","PH19011322","11,027.00","517.50"
"Block","PB19011322-01","52.30","44.70"
"Block","PB19011323-01","61.80","52.20"
"Hourly","PH19011323","8,360.00","928.40"
"Block","PB19011400-01","20.40","15.60"
"Hourly","PH19011400","708.10","419.30"
"Block","PB19011401-01","22.40","18.50"
"Hourly","PH19011401","688.00","746.80"
"Block","PB19011402-01","13.80","13.80"
"Hourly","PH19011402","711.80","917.10"
"Block","PB19011403-01","12.60","12.60"
"Hourly","PH19011403","608.40","1,129.60"
"Hourly","PH19011404","1,337.30","322.20"
"Block","PB19011404-01","34.30","27.50"
"Hourly","PH19011405","684.60","1,112.90"
"Block","PB19011405-01","29.00","23.60"
"Block","PB19011406-01","19.90","19.90"
"Hourly","PH19011406","1,017.70","2,550.50"
"Block","PB19011407-01","54.90","44.60"
"Hourly","PH19011407","1,278.40","395.60"
"Hourly","PH19011408","424.30","4,000.00"
"Block","PB19011408-01","70.10","58.30"
"Block","PB19011409-01","69.70","69.70"
"Hourly","PH19011409","262.40","2,177.80"
"Block","PB19011409-03","3.50","3.50"
"Block","PB19011410-01","59.10","59.10"
"Hourly","PH19011410","1,615.80","814.00"
"Hourly","PH19011411","2,421.80","728.00"
"Block","PB19011411-01","77.50","71.40"
"Block","PB19011412-01","112.90","97.00"
"Hourly","PH19011412","4,879.30","344.90"
"Block","PB19011413-01","124.20","120.10"
"Hourly","PH19011413","5,046.20","392.00"
"Block","PB19011414-01","128.20","128.20"
"Hourly","PH19011414","5,257.70","396.10"
"Block","PB19011415-01","109.60","109.60"
"Hourly","PH19011415","6,719.50","437.50"
"Block","PB19011416-01","146.60","148.70"
"Hourly","PH19011416","6,417.80","410.30"
"Hourly","PH19011417","7,087.40","460.10"
"Block","PB19011417-01","158.30","137.70"
"Block","PB19011417-02","4.50","4.50"
"Block","PB19011418-02","14.00","14.00"
"Block","PB19011418-01","121.50","81.50"
"Hourly","PH19011418","7,275.30","473.00"
"Block","PB19011419-01","110.60","102.60"
"Hourly","PH19011419","7,626.40","349.40"
"Block","PB19011420-01","107.80","103.00"
"Hourly","PH19011420","7,482.10","1,112.50"
"Block","PB19011421-01","82.70","82.70"
"Hourly","PH19011421","13,173.30","3,176.00"
"Hourly","PH19011422","7,438.80","1,292.50"
"Block","PB19011422-01","122.20","89.50"
"Hourly","PH19011423","7,309.20","1,698.60"
"Block","PB19011423-01","62.00","64.00"
"Block","PB19011500-01","51.30","51.30"
"Hourly","PH19011500","717.00","1,196.20"
"Block","PB19011501-01","77.10","79.20"
"Hourly","PH19011501","1,164.10","788.50"
"Block","PB19011502-01","72.80","72.80"
"Hourly","PH19011502","872.30","2,116.40"
"Hourly","PH19011503","1,252.70","859.70"
"Block","PB19011503-01","39.20","39.20"
"Block","PB19011504-01","56.70","56.70"
"Hourly","PH19011504","1,021.30","529.30"
"Hourly","PH19011505","1,407.70","738.30"
"Block","PB19011505-01","45.10","45.10"
"Block","PB19011506-01","61.20","61.20"
"Hourly","PH19011506","1,873.50","295.30"
"Hourly","PH19011507","2,426.80","697.50"
"Block","PB19011507-01","74.40","74.40"
"Block","PB19011508-01","109.90","109.90"
"Hourly","PH19011508","670.30","1,077.30"
"Hourly","PH19011509","1,430.70","679.90"
"Block","PB19011509-02","70.00","70.00"
"Block","PB19011509-01","128.40","128.40"
"Block","PB19011510-01","90.60","90.60"
"Hourly","PH19011510","2,395.30","709.50"
"Block","PB19011511-01","153.70","71.70"
"Hourly","PH19011511","21,029.80","868.90"
"Block","PB19011512-01","65.40","65.40"
"Hourly","PH19011512","2,037.50","1,324.30"
"Hourly","PH19011513","2,523.20","1,523.60"
"Block","PB19011513-01","64.60","64.60"
"Block","PB19011514-01","113.40","93.40"
"Hourly","PH19011514","9,823.40","1,407.80"
"Block","PB19011515-01","535.30","495.30"
"Hourly","PH19011515","1,724.70","1,344.70"
"Hourly","PH19011516","2,321.70","1,282.60"
"Block","PB19011516-01","514.60","514.60"
"Hourly","PH19011517","2,353.00","1,114.10"
"Block","PB19011517-01","108.90","80.00"
"Block","PB19011517-03","403.00","403.00"
"Block","PB19011517-07","11.60","5.80"
"Block","PB19011518-01","108.20","85.20"
"Hourly","PH19011518","4,539.00","3,693.00"
"Block","PB19011519-05","20.00","20.00"
"Hourly","PH19011519","1,474.70","4,643.00"
"Block","PB19011519-01","70.10","70.10"
"Hourly","PH19011520","3,835.80","4,323.10"
"Block","PB19011520-01","192.80","172.80"
"Block","PB19011521-01","149.50","149.50"
"Hourly","PH19011521","1,780.50","5,000.70"
"Block","PB19011522-01","214.20","194.20"
"Hourly","PH19011522","9,366.30","4,342.10"
"Hourly","PH19011523","9,744.70","4,189.40"
"Block","PB19011523-01","167.90","148.00"
"Hourly","PH19011600","528.80","538.70"
"Block","PB19011600-01","77.40","77.40"
"Hourly","PH19011601","400.60","623.00"
"Block","PB19011601-01","75.30","75.30"
"Block","PB19011602-01","68.20","68.20"
"Hourly","PH19011602","387.00","990.20"
"Hourly","PH19011603","873.80","698.30"
"Block","PB19011603-01","65.00","57.10"
"Hourly","PH19011604","1,431.20","652.70"
"Block","PB19011604-01","71.50","64.60"
"Block","PB19011605-01","51.60","51.60"
"Hourly","PH19011605","1,866.70","3,124.20"
"Hourly","PH19011606","2,230.50","7,866.70"
"Block","PB19011606-01","71.10","71.10"
"Block","PB19011606-03","3.50","3.50"
"Hourly","PH19011607","683.20","6,995.50"
"Block","PB19011607-01","76.20","76.20"
"Block","PB19011608-01","92.80","92.80"
"Hourly","PH19011608","476.00","5,033.40"
"Block","PB19011609-01","105.70","105.70"
"Hourly","PH19011609","794.60","2,676.20"
"Hourly","PH19011610","787.40","4,777.60"
"Block","PB19011610-01","104.50","104.50"
"Hourly","PH19011611","1,252.80","5,266.80"
"Block","PB19011611-01","66.60","66.60"
"Block","PB19011612-01","114.40","114.40"
"Hourly","PH19011612","1,514.30","1,365.90"
"Hourly","PH19011613","1,881.40","1,726.50"
"Block","PB19011613-06","1.00","1.00"
"Block","PB19011613-01","400.10","400.10"
"Block","PB19011614-01","179.20","176.90"
"Hourly","PH19011614","2,185.40","1,763.40"
"Block","PB19011614-02","18.10","18.10"
"Hourly","PH19011615","1,983.20","1,914.10"
"Block","PB19011615-01","142.20","142.20"
"Block","PB19011616-08","3.00","3.00"
"Block","PB19011616-01","442.30","445.90"
"Hourly","PH19011616","1,394.90","1,591.30"
"Hourly","PH19011617","1,310.20","1,420.10"
"Block","PB19011617-01","478.20","478.20"
"Block","PB19011618-01","471.60","471.60"
"Hourly","PH19011618","1,361.90","1,667.90"
"Hourly","PH19011619","691.00","1,215.70"
"Block","PB19011619-01","855.20","855.20"
"Block","PB19011620-01","784.30","949.30"
"Hourly","PH19011620","3,563.80","1,620.10"
"Hourly","PH19011621","29,315.60","1,205.50"
"Block","PB19011621-01","923.10","923.10"
"Block","PB19011622-02","12.00","12.00"
"Hourly","PH19011622","10,345.10","2,480.90"
"Block","PB19011622-01","578.90","578.90"
"Block","PB19011623-01","356.40","287.40"
"Hourly","PH19011623","1,907.80","2,075.50"
"Block","PB19011700-05","0.00","100.00"
"Block","PB19011700-01","102.40","102.40"
"Hourly","PH19011700","380.20","963.00"
"Block","PB19011701-04","0.00","100.00"
"Block","PB19011701-01","86.70","186.70"
"Hourly","PH19011701","554.70","1,001.70"
"Block","PB19011702-01","88.40","188.40"
"Hourly","PH19011702","619.80","1,036.60"
"Block","PB19011703-01","67.60","167.60"
"Hourly","PH19011703","586.90","1,118.30"
"Block","PB19011704-01","49.80","149.80"
"Hourly","PH19011704","581.90","1,401.00"
"Block","PB19011705-01","57.10","157.10"
"Hourly","PH19011705","569.80","3,704.20"
"Block","PB19011706-01","68.00","68.00"
"Hourly","PH19011706","1,438.00","778.70"
"Block","PB19011707-01","48.50","48.50"
"Hourly","PH19011707","2,245.00","949.80"
"Block","PB19011708-01","352.60","352.60"
"Hourly","PH19011708","1,823.20","439.40"
"Block","PB19011709-01","108.70","108.70"
"Block","PB19011709-03","187.00","264.00"
"Hourly","PH19011709","643.30","4,940.60"
"Block","PB19011710-01","32.80","32.80"
"Block","PB19011710-02","77.00","77.00"
"Hourly","PH19011710","596.10","4,961.00"
"Block","PB19011711-01","32.70","37.70"
"Block","PB19011711-03","8.50","8.50"
"Hourly","PH19011711","826.50","5,064.80"
"Block","PB19011712-01","129.40","94.50"
"Block","PB19011712-02","110.00","110.00"
"Hourly","PH19011712","1,187.80","1,216.00"
"Block","PB19011713-01","64.00","94.00"
"Hourly","PH19011713","1,399.00","1,142.00"
"Block","PB19011714-01","90.30","95.30"
"Block","PB19011714-05","264.00","264.00"
"Hourly","PH19011714","1,985.60","1,148.30"
"Block","PB19011715-03","20.00","20.00"
"Block","PB19011715-01","110.70","73.90"
"Hourly","PH19011715","1,758.10","2,262.90"
"Block","PB19011716-01","62.00","106.00"
"Hourly","PH19011716","1,888.40","1,289.60"
"Block","PB19011717-01","51.50","95.50"
"Hourly","PH19011717","1,743.30","1,244.60"
"Block","PB19011718-01","54.60","98.60"
"Hourly","PH19011718","1,742.50","1,784.20"
"Block","PB19011719-01","185.40","185.40"
"Hourly","PH19011719","1,453.70","1,425.30"
"Block","PB19011720-03","450.00","450.00"
"Block","PB19011720-01","58.80","58.80"
"Hourly","PH19011720","3,844.10","2,033.80"
"Block","PB19011720-02","280.00","280.00"
"Block","PB19011721-01","72.90","72.90"
"Hourly","PH19011721","6,216.90","1,550.60"
"Block","PB19011722-01","224.60","224.60"
"Hourly","PH19011722","1,548.90","5,950.40"
"Hourly","PH19011723","4,147.10","2,307.20"
"Block","PB19011723-01","100.80","100.80"
"Hourly","PH19011800","520.70","846.80"
"Block","PB19011800-01","57.00","57.00"
"Hourly","PH19011801","626.60","480.80"
"Block","PB19011801-01","53.80","53.80"
"Hourly","PH19011802","587.90","707.10"
"Block","PB19011802-01","38.00","38.00"
"Block","PB19011802-02","0.50","0.50"
"Hourly","PH19011803","566.10","443.30"
"Block","PB19011803-01","41.50","41.50"
"Block","PB19011804-01","62.90","62.90"
"Hourly","PH19011804","563.10","490.10"
"Block","PB19011805-01","82.20","82.20"
"Hourly","PH19011805","733.10","671.80"
"Block","PB19011806-01","79.30","79.30"
"Hourly","PH19011806","854.10","520.90"
"Hourly","PH19011807","1,145.60","508.00"
"Block","PB19011807-01","69.60","69.60"
"Hourly","PH19011808","1,047.90","519.50"
"Block","PB19011808-01","61.70","61.70"
"Block","PB19011809-01","70.50","70.50"
"Hourly","PH19011809","2,250.20","572.30"
"Block","PB19011810-03","1.00","1.00"
"Block","PB19011810-01","111.20","111.20"
"Hourly","PH19011810","3,045.70","722.30"
"Hourly","PH19011811","2,926.50","733.90"
"Block","PB19011811-01","98.90","98.90"
"Block","PB19011811-05","18.50","18.50"
"Block","PB19011812-01","103.40","108.40"
"Hourly","PH19011812","2,523.00","1,213.50"
"Block","PB19011812-12","8.10","8.10"
"Block","PB19011813-01","129.70","101.70"
"Hourly","PH19011813","1,675.10","1,116.40"
"Block","PB19011814-01","105.20","105.20"
"Block","PB19011814-04","1.50","1.50"
"Hourly","PH19011814","2,980.80","1,426.50"
"Block","PB19011815-01","104.00","104.00"
"Hourly","PH19011815","930.20","1,826.60"
"Block","PB19011816-01","157.20","157.20"
"Block","PB19011816-04","106.00","106.00"
"Hourly","PH19011816","3,163.70","1,706.60"
"Hourly","PH19011817","3,666.20","1,874.00"
"Block","PB19011817-01","146.30","146.30"
"Block","PB19011818-06","34.00","34.00"
"Block","PB19011818-01","161.80","161.80"
"Hourly","PH19011818","3,257.10","2,366.50"
"Block","PB19011819-01","86.00","86.00"
"Hourly","PH19011819","2,782.80","3,716.50"
"Block","PB19011820-01","72.20","74.40"
"Hourly","PH19011820","2,450.20","4,295.10"
"Hourly","PH19011821","10,996.60","6,211.80"
"Block","PB19011821-01","67.00","69.90"
"Hourly","PH19011822","4,614.10","4,912.50"
"Block","PB19011822-01","116.50","118.70"
"Block","PB19011823-01","118.00","118.00"
"Hourly","PH19011823","1,981.00","17,003.00"
"Hourly","PH19011900","237.20","283.20"
"Block","PB19011900-01","40.00","40.00"
"Hourly","PH19011901","227.80","485.60"
"Block","PB19011901-01","46.30","46.30"
"Block","PB19011902-01","56.00","56.00"
"Hourly","PH19011902","318.70","536.30"
"Hourly","PH19011903","252.80","547.50"
"Block","PB19011903-01","71.50","71.50"
"Hourly","PH19011904","395.10","511.40"
"Block","PB19011904-01","74.30","74.30"
"Block","PB19011905-01","65.30","65.30"
"Hourly","PH19011905","295.50","458.30"
"Hourly","PH19011906","4,842.40","356.20"
"Block","PB19011906-01","75.60","73.60"
"Block","PB19011907-01","353.90","166.90"
"Block","PB19011907-04","205.00","205.00"
"Hourly","PH19011907","3,201.30","357.30"
"Block","PB19011907-02","235.00","235.00"
"Block","PB19011908-01","87.10","85.10"
"Hourly","PH19011908","4,767.90","242.60"
"Hourly","PH19011909","4,473.10","266.20"
"Block","PB19011909-02","0.50","0.50"
"Block","PB19011909-01","100.90","99.50"
"Hourly","PH19011910","1,485.60","1,283.50"
"Block","PB19011910-01","104.00","104.00"
"Block","PB19011911-01","67.50","69.70"
"Hourly","PH19011911","19,535.90","1,448.40"
"Block","PB19011912-03","86.00","86.00"
"Hourly","PH19011912","2,233.30","1,779.50"
"Block","PB19011912-01","60.00","62.00"
"Hourly","PH19011913","2,275.70","1,863.50"
"Block","PB19011913-01","50.20","50.20"
"Block","PB19011914-01","91.40","141.40"
"Hourly","PH19011914","532.30","2,250.20"
"Block","PB19011915-01","62.70","62.70"
"Hourly","PH19011915","784.30","1,551.40"
"Block","PB19011916-03","18.50","18.50"
"Hourly","PH19011916","608.80","2,187.10"
"Block","PB19011916-01","75.10","75.10"
"Hourly","PH19011917","521.40","1,665.70"
"Block","PB19011917-01","86.00","86.00"
"Hourly","PH19011918","2,335.70","1,388.70"
"Block","PB19011918-01","45.00","45.00"
"Block","PB19011919-01","60.60","60.60"
"Hourly","PH19011919","1,672.60","1,235.10"
"Hourly","PH19011920","2,925.70","1,486.40"
"Block","PB19011920-01","46.60","46.60"
"Block","PB19011920-04","1.00","1.00"
"Hourly","PH19011921","2,732.90","1,307.30"
"Block","PB19011921-01","77.70","77.70"
"Hourly","PH19011922","3,690.90","1,253.20"
"Block","PB19011922-01","74.70","74.70"
"Hourly","PH19011923","7,214.60","802.30"
"Block","PB19011923-01","45.30","45.30"
"Hourly","PH19012000","310.20","5,561.40"
"Block","PB19012000-01","99.20","93.70"
"Block","PB19012001-01","68.70","68.70"
"Hourly","PH19012001","302.40","5,708.50"
"Block","PB19012002-01","67.30","67.30"
"Hourly","PH19012002","459.20","6,241.50"
"Hourly","PH19012003","403.30","8,460.30"
"Block","PB19012003-01","82.50","82.50"
"Hourly","PH19012004","566.50","2,398.30"
"Block","PB19012004-01","52.00","52.00"
"Block","PB19012005-01","61.70","63.80"
"Hourly","PH19012005","443.70","2,203.10"
"Hourly","PH19012006","368.00","1,214.70"
"Block","PB19012006-01","80.40","80.40"
"Block","PB19012007-01","71.80","71.80"
"Hourly","PH19012007","433.40","1,280.40"
"Block","PB19012008-01","85.20","85.20"
"Hourly","PH19012008","4,523.00","768.90"
"Block","PB19012009-01","68.40","61.50"
"Hourly","PH19012009","790.30","1,116.70"
"Hourly","PH19012010","5,630.70","734.60"
"Block","PB19012010-01","65.60","58.10"
"Block","PB19012011-01","73.40","75.50"
"Hourly","PH19012011","3,403.10","922.90"
"Hourly","PH19012012","1,321.10","477.10"
"Block","PB19012012-01","69.20","69.20"
"Hourly","PH19012013","1,230.30","691.70"
"Block","PB19012013-01","123.00","123.00"
"Block","PB19012014-01","111.20","111.20"
"Hourly","PH19012014","2,435.50","463.20"
"Block","PB19012015-01","133.10","130.50"
"Hourly","PH19012015","2,288.40","641.00"
"Hourly","PH19012016","1,310.90","8,546.30"
"Block","PB19012016-01","92.60","92.60"
"Block","PB19012017-01","92.50","92.50"
"Hourly","PH19012017","3,502.20","9,346.80"
"Block","PB19012018-01","183.80","186.60"
"Hourly","PH19012018","4,716.60","8,991.40"
"Block","PB19012019-01","135.40","138.50"
"Hourly","PH19012019","4,536.10","9,919.50"
"Block","PB19012020-01","112.30","114.70"
"Hourly","PH19012020","4,895.10","9,655.50"
"Block","PB19012021-01","122.00","122.00"
"Hourly","PH19012021","16,582.10","9,646.60"
"Hourly","PH19012022","5,911.40","9,791.40"
"Block","PB19012022-01","112.00","112.00"
"Block","PB19012023-01","94.70","94.70"
"Hourly","PH19012023","4,125.20","10,706.80"
"Hourly","PH19012100","2,780.20","118.30"
"Block","PB19012100-01","111.10","111.10"
"Hourly","PH19012101","2,675.20","73.60"
"Block","PB19012101-01","106.40","100.50"
"Block","PB19012102-01","97.20","97.20"
"Hourly","PH19012102","739.00","138.90"
"Block","PB19012103-01","57.20","57.20"
"Hourly","PH19012103","581.40","437.90"
"Hourly","PH19012104","526.50","405.90"
